t_sec,xVest_m,yVest_m,zVest_m,omegaXVest_degPSec,omegaYVest_degPSec,omegaZVest_degPSec,xVis_m,yVis_m,zVis_m,xVisDot_mPSec,yVisDot_mPSec,zVisDot_mPSec,omegaXVis_degPSec,omegaYVis_degPSec,omegaZVis_degPSec,g_xvis,g_yvis,g_zvis,g,Pos ON,Vel ON,AngVel ON,G ON,Sickness,thetaXVest_deg,thetaYVest_deg,thetaZVest_deg,thetaXVis_deg,thetaYVis_deg,thetaZVis_deg
8.4199558,-0.3435475,-0.5522224,1.07084,1.340772,-0.1196124,-0.8991794,-0.8743106,0.4194887,-1.647395,0.003130603,-0.0102928,-1.128244,-1.340772,0.1196124,0.8991794,0, 0, -1, 1, 1, 1, 1, 1,0,4.966003,-1.066772,-94.81436,4.966003,-1.066772,-94.81436
8.4309264,-0.3435024,-0.5522066,1.070827,0.5034986,0.9124174,-1.638457,-0.8743551,0.4194756,-1.659117,-0.003910736,-0.001148058,-1.030998,-0.5034986,-0.9124174,1.638457,0, 0, -1, 1, 1, 1, 1, 1,0,4.971527,-1.056763,-94.83234,4.971527,-1.056763,-94.83234
8.4418967,-0.3436007,-0.5521532,1.070801,-0.5341126,1.90834,1.05988,-0.8742563,0.4194249,-1.670123,0.008986332,-0.004609696,-1.0008,0.5341126,-1.90834,-1.05988,0, 0, -1, 1, 1, 1, 1, 1,0,4.965668,-1.035828,-94.82071,4.965668,-1.035828,-94.82071
8.4528674,-0.3436422,-0.5522093,1.070807,-0.1140511,1.677386,-1.035501,-0.8742141,0.4194836,-1.680499,0.003744922,0.005214817,-0.9221089,0.1140511,-1.677386,1.035501,0, 0, -1, 1, 1, 1, 1, 1,0,4.964417,-1.017426,-94.83207,4.964417,-1.017426,-94.83207
8.4648355,-0.343648,-0.5521958,1.070798,0.03314883,0.4028858,-0.2008054,-0.8742077,0.4194726,-1.690237,0.0005724682,-0.0009844314,-0.8740894,-0.03314883,-0.4028858,0.2008054,0, 0, -1, 1, 1, 1, 1, 1,0,4.964813,-1.012604,-94.83447,4.964813,-1.012604,-94.83447
8.4758067,-0.3436959,-0.5521992,1.070791,0.1168275,-0.6759308,-0.979126,-0.8741593,0.4194785,-1.699393,0.004340455,0.0005232037,-0.8201165,-0.1168275,0.6759308,0.979126,0, 0, -1, 1, 1, 1, 1, 1,0,4.966095,-1.02002,-94.84521,4.966095,-1.02002,-94.84521
8.4867771,-0.3437264,-0.5521698,1.070737,0.7288345,-0.8595796,0.1091861,-0.8741283,0.4194513,-1.707952,0.002733844,-0.002399356,-0.7563529,-0.7288345,0.8595796,-0.1091861,0, 0, -1, 1, 1, 1, 1, 1,0,4.974091,-1.029449,-94.84402,4.974091,-1.029449,-94.84402
8.4977475,-0.3437953,-0.5521765,1.070761,1.529996,1.338051,-2.249094,-0.874059,0.4194603,-1.716072,0.006311559,0.0008133452,-0.7387018,-1.529996,-1.338051,2.249094,0, 0, -1, 1, 1, 1, 1, 1,0,4.990875,-1.014771,-94.86869,4.990875,-1.014771,-94.86869
8.5087189,-0.3439677,-0.5520796,1.070636,3.21548,0.2280877,-1.013878,-0.8738861,0.4193655,-1.723557,0.01545736,-0.008477562,-0.6693783,-3.21548,-0.2280877,1.013878,0, 0, -1, 1, 1, 1, 1, 1,0,5.026154,-1.012268,-94.87981,5.026154,-1.012268,-94.87981
8.5196891,-0.344054,-0.5520892,1.070685,1.346421,0.04450978,-1.840201,-0.8737993,0.4193771,-1.73076,0.007771363,0.001040807,-0.6450018,-1.346421,-0.04450978,1.840201,0, 0, -1, 1, 1, 1, 1, 1,0,5.040924,-1.01178,-94.9,5.040924,-1.01178,-94.9
8.5316565,-0.3440322,-0.552072,1.070682,0.8236691,0.6655654,-1.556174,-0.8738207,0.4193618,-1.737482,-0.001901603,-0.001359806,-0.599037,-0.8236691,-0.6655654,1.556174,0, 0, -1, 1, 1, 1, 1, 1,0,5.050781,-1.003815,-94.91862,5.050781,-1.003815,-94.91862
8.5426277,-0.3441433,-0.5520277,1.070621,1.685655,-0.1974942,-2.328901,-0.8737091,0.4193194,-1.743743,0.009993363,-0.003800894,-0.560696,-1.685655,0.1974942,2.328901,0, 0, -1, 1, 1, 1, 1, 1,0,5.069275,-1.005981,-94.94418,5.069275,-1.005981,-94.94418
8.5535982,-0.3442299,-0.5520501,1.070613,1.482692,0.01112714,-0.8797396,-0.8736221,0.4193436,-1.749676,0.007807885,0.002173908,-0.5323908,-1.482692,-0.01112714,0.8797396,0, 0, -1, 1, 1, 1, 1, 1,0,5.085541,-1.005859,-94.95383,5.085541,-1.005859,-94.95383
8.5645695,-0.3443844,-0.5520778,1.070625,0.6453272,-0.03616057,-2.657802,-0.8734672,0.419373,-1.755274,0.01383949,0.002626201,-0.5002354,-0.6453272,0.03616057,2.657802,0, 0, -1, 1, 1, 1, 1, 1,0,5.092621,-1.006256,-94.98299,5.092621,-1.006256,-94.98299
8.5765368,-0.3445029,-0.5520675,1.07059,1.236789,-0.007650241,-2.70691,-0.8733484,0.4193643,-1.760488,0.01065104,-0.0007775843,-0.4675446,-1.236789,0.007650241,2.70691,0, 0, -1, 1, 1, 1, 1, 1,0,5.107422,-1.006348,-95.01538,5.107422,-1.006348,-95.01538
8.5875077,-0.3446106,-0.5519882,1.07061,1.710736,-0.3310204,-1.504891,-0.8732404,0.4192867,-1.765444,0.009691595,-0.006959987,-0.4444342,-1.710736,0.3310204,1.504891,0, 0, -1, 1, 1, 1, 1, 1,0,5.12619,-1.009979,-95.03189,5.12619,-1.009979,-95.03189
8.5984781,-0.3446798,-0.5519927,1.070585,1.310233,-0.1752541,-2.64133,-0.8731707,0.4192927,-1.770058,0.006267057,0.0005419287,-0.4153642,-1.310233,0.1752541,2.64133,0, 0, -1, 1, 1, 1, 1, 1,0,5.140564,-1.011902,-95.06087,5.140564,-1.011902,-95.06087
8.6094483,-0.3447082,-0.5520279,1.070598,0.5869728,0.5758453,-3.983626,-0.873142,0.4193294,-1.774431,0.002551845,0.003255985,-0.3884522,-0.5869728,-0.5758453,3.983626,0, 0, -1, 1, 1, 1, 1, 1,0,5.147003,-1.005585,-95.10457,5.147003,-1.005585,-95.10457
8.6204191,-0.3448096,-0.5520325,1.070594,2.531356,1.029233,-2.203114,-0.8730403,0.4193354,-1.778526,0.009073692,0.0005315578,-0.3652015,-2.531356,-1.029233,2.203114,0, 0, -1, 1, 1, 1, 1, 1,0,5.174774,-0.9942932,-95.12874,5.174774,-0.9942932,-95.12874
8.6323871,-0.3449314,-0.552062,1.070582,1.252016,1.254566,-3.25945,-0.8729181,0.4193663,-1.782368,0.01094639,0.002769986,-0.3443437,-1.252016,-1.254566,3.25945,0, 0, -1, 1, 1, 1, 1, 1,0,5.189758,-0.9792786,-95.16775,5.189758,-0.9792786,-95.16775
8.6433581,-0.3449834,-0.5521104,1.070579,0.6759431,0.9680172,-3.477769,-0.8731263,0.4185393,-1.785863,-0.01878493,-0.07461,-0.3153265,-0.6759431,-0.9680172,3.477769,0, 0, -1, 1, 1, 1, 1, 1,0,5.197174,-0.9686584,-95.2059,5.197174,-0.9686584,-95.2059
8.6543288,-0.3450922,-0.5522446,1.070548,1.602279,1.034805,-2.997319,-0.8735399,0.4169171,-1.789114,-0.03666986,-0.1438518,-0.2882321,-1.602279,-1.034805,2.997319,0, 0, -1, 1, 1, 1, 1, 1,0,5.214752,-0.9573059,-95.23878,5.214752,-0.9573059,-95.23878
8.6662968,-0.3451461,-0.5522901,1.070519,0.06629822,0.5660847,-4.145551,-0.8745264,0.4134623,-1.792161,-0.08079644,-0.2829511,-0.2495898,-0.06629822,-0.5660847,4.145551,0, 0, -1, 1, 1, 1, 1, 1,0,5.215546,-0.950531,-95.2884,5.215546,-0.950531,-95.2884
8.6782643,-0.3452328,-0.5523388,1.070542,1.264819,1.881928,-1.584849,-0.8759615,0.4083897,-1.79507,-0.1256326,-0.4440632,-0.254636,-1.264819,-1.881928,1.584849,0, 0, -1, 1, 1, 1, 1, 1,0,5.230682,-0.928009,-95.30737,5.230682,-0.928009,-95.30737
8.6992086,-0.3453877,-0.5524669,1.070471,0.7241701,0.05536915,-3.899518,-0.8810171,0.390987,-1.800238,-0.2604588,-0.8927903,-0.2228491,-0.7241701,-0.05536915,3.899518,0, 0, -1, 1, 1, 1, 1, 1,0,5.24585,-0.9268494,-95.38904,5.24585,-0.9268494,-95.38904
8.7101793,-0.3454519,-0.5523719,1.070462,0.2336657,1.610625,-2.895786,-0.8846049,0.3786052,-1.802603,-0.3204007,-1.10574,-0.2112442,-0.2336657,-1.610625,2.895786,0, 0, -1, 1, 1, 1, 1, 1,0,5.248413,-0.9091797,-95.42081,5.248413,-0.9091797,-95.42081
8.722147,-0.345547,-0.5524106,1.070463,1.886997,1.499397,-2.409745,-0.8887222,0.3644724,-1.80483,-0.3703037,-1.271063,-0.2002957,-1.886997,-1.499397,2.409745,0, 0, -1, 1, 1, 1, 1, 1,0,5.270996,-0.8912354,-95.44965,5.270996,-0.8912354,-95.44965
8.7440888,-0.3457209,-0.5524552,1.070387,0.3504922,1.543835,-2.545936,-0.8983302,0.3316082,-1.80879,-0.4424298,-1.51514,-0.1686139,-0.3504922,-1.543835,2.545936,0, 0, -1, 1, 1, 1, 1, 1,0,5.278687,-0.8573608,-95.50551,5.278687,-0.8573608,-95.50551
8.7550586,-0.345753,-0.5525234,1.07032,-0.4840616,2.069781,-2.988524,-0.9037355,0.3133839,-1.810551,-0.4884686,-1.646918,-0.159126,0.4840616,-2.069781,2.988524,0, 0, -1, 1, 1, 1, 1, 1,0,5.273376,-0.8346558,-95.53829,5.273376,-0.8346558,-95.53829
8.7660304,-0.3458793,-0.5525845,1.070283,0.3504634,1.173774,-1.887218,-0.9093387,0.2941685,-1.812224,-0.5007824,-1.717353,-0.1495097,-0.3504634,-1.173774,1.887218,0, 0, -1, 1, 1, 1, 1, 1,0,5.277222,-0.8217773,-95.559,5.277222,-0.8217773,-95.559
8.7770004,-0.345935,-0.5524759,1.070262,0.6175845,3.257619,-2.016191,-0.9152607,0.2739471,-1.813803,-0.5262754,-1.797027,-0.1403684,-0.6175845,-3.257619,2.016191,0, 0, -1, 1, 1, 1, 1, 1,0,5.283997,-0.7860413,-95.58112,5.283997,-0.7860413,-95.58112
8.7889684,-0.3459995,-0.5524987,1.070228,-0.01669041,0.8233935,-1.730935,-0.9213854,0.2531463,-1.815267,-0.5542893,-1.882491,-0.1324188,0.01669041,-0.8233935,1.730935,0, 0, -1, 1, 1, 1, 1, 1,0,5.283813,-0.7770081,-95.60011,5.283813,-0.7770081,-95.60011
8.8009364,-0.3461447,-0.5525596,1.070222,1.292815,2.277089,-1.444536,-0.9276088,0.2317794,-1.81666,-0.5203371,-1.78647,-0.1165142,-1.292815,-2.277089,1.444536,0, 0, -1, 1, 1, 1, 1, 1,0,5.299286,-0.7497559,-95.61739,5.299286,-0.7497559,-95.61739
8.8119068,-0.3461888,-0.5526757,1.070221,-0.08345433,2.080795,-1.324142,-0.9340857,0.2099541,-1.817967,-0.6295998,-2.121599,-0.1270521,0.08345433,-2.080795,1.324142,0, 0, -1, 1, 1, 1, 1, 1,0,5.29837,-0.7269287,-95.63192,5.29837,-0.7269287,-95.63192
8.8328515,-0.3463756,-0.5528115,1.070169,0.980598,1.881058,-1.678163,-0.9473105,0.1649629,-1.820279,-0.6238668,-2.138431,-0.1081565,-0.980598,-1.881058,1.678163,0, 0, -1, 1, 1, 1, 1, 1,0,5.318909,-0.6875305,-95.66707,5.318909,-0.6875305,-95.66707
8.8438225,-0.3464476,-0.5528842,1.07013,1.162733,0.58693,0.1689858,-0.954093,0.1419711,-1.821306,-0.6003622,-2.035139,-0.09093647,-1.162733,-0.58693,-0.1689858,0, 0, -1, 1, 1, 1, 1, 1,0,5.331665,-0.6810913,-95.66521,5.331665,-0.6810913,-95.66521
8.8547928,-0.3464964,-0.5529608,1.070097,0.4812577,2.656654,-0.5501081,-0.9609786,0.1187153,-1.822267,-0.61986,-2.093575,-0.08651854,-0.4812577,-2.656654,0.5501081,0, 0, -1, 1, 1, 1, 1, 1,0,5.336945,-0.651947,-95.67125,5.336945,-0.651947,-95.67125
8.8657633,-0.3465132,-0.5530103,1.070052,1.112714,0.6342471,-0.8567899,-0.9679636,0.09520435,-1.823149,-0.6238509,-2.099825,-0.0787659,-1.112714,-0.6342471,0.8567899,0, 0, -1, 1, 1, 1, 1, 1,0,5.349152,-0.644989,-95.68065,5.349152,-0.644989,-95.68065
8.8777316,-0.3465319,-0.553139,1.070042,-0.114744,1.257085,-1.571356,-0.9750043,0.07157883,-1.824003,-0.6377312,-2.139954,-0.07739826,0.114744,-1.257085,1.571356,0, 0, -1, 1, 1, 1, 1, 1,0,5.347778,-0.6299438,-95.69946,5.347778,-0.6299438,-95.69946
8.888702,-0.3465737,-0.5532206,1.069983,1.349178,1.510523,-0.9840657,-0.982071,0.04774177,-1.82475,-0.6337527,-2.137719,-0.06692407,-1.349178,-1.510523,0.9840657,0, 0, -1, 1, 1, 1, 1, 1,0,5.362579,-0.6133728,-95.71025,5.362579,-0.6133728,-95.71025
8.8996727,-0.3465714,-0.5532692,1.069944,0.9986429,1.644005,-1.465974,-0.9892234,0.02373171,-1.82546,-0.6335092,-2.126666,-0.06288844,-0.9986429,-1.644005,1.465974,0, 0, -1, 1, 1, 1, 1, 1,0,5.373535,-0.5953369,-95.72633,5.373535,-0.5953369,-95.72633
8.9106435,-0.3466445,-0.5532937,1.069915,0.8567665,2.13079,-0.4666317,-0.9963359,-0.0004213452,-1.826128,-0.6360896,-2.160052,-0.05972352,-0.8567665,-2.13079,0.4666317,0, 0, -1, 1, 1, 1, 1, 1,0,5.382935,-0.5719604,-95.73145,5.382935,-0.5719604,-95.73145
8.9216138,-0.3466899,-0.5533403,1.069873,0.8178598,0.8846239,-1.441687,-1.003506,-0.02465338,-1.826733,-0.6474968,-2.188191,-0.05470667,-0.8178598,-0.8846239,1.441687,0, 0, -1, 1, 1, 1, 1, 1,0,5.391907,-0.5622559,-95.74727,5.391907,-0.5622559,-95.74727
8.9335822,-0.3467649,-0.553403,1.069861,0.265184,1.922584,-1.608315,-1.010673,-0.0489552,-1.827323,-0.6390978,-2.167271,-0.05257154,-0.265184,-1.922584,1.608315,0, 0, -1, 1, 1, 1, 1, 1,0,5.395081,-0.5392456,-95.76652,5.395081,-0.5392456,-95.76652
8.9445527,-0.3468085,-0.5534375,1.069839,-0.1223986,1.685762,-0.9221619,-1.017892,-0.0733583,-1.827859,-0.6467346,-2.186089,-0.04800238,0.1223986,-1.685762,0.9221619,0, 0, -1, 1, 1, 1, 1, 1,0,5.393738,-0.520752,-95.77663,5.393738,-0.520752,-95.77663
8.9555233,-0.3468767,-0.5534633,1.069854,1.329681,1.349154,-1.198939,-1.025105,-0.09783214,-1.828391,-0.6429808,-2.181503,-0.0474763,-1.329681,-1.349154,1.198939,0, 0, -1, 1, 1, 1, 1, 1,0,5.408325,-0.5059509,-95.78979,5.408325,-0.5059509,-95.78979
8.9664937,-0.3468653,-0.5534946,1.069817,0.500726,2.11974,-0.8366296,-1.032414,-0.1223534,-1.828832,-0.6558447,-2.200437,-0.03955885,-0.500726,-2.11974,0.8366296,0, 0, -1, 1, 1, 1, 1, 1,0,5.413818,-0.4826965,-95.79897,5.413818,-0.4826965,-95.79897
8.9774647,-0.3469568,-0.5534865,1.069719,0.7566112,1.7441,-1.256614,-1.039633,-0.1469588,-1.829177,-0.6537855,-2.228432,-0.03125551,-0.7566112,-1.7441,1.256614,0, 0, -1, 1, 1, 1, 1, 1,0,5.422119,-0.463562,-95.81275,5.422119,-0.463562,-95.81275
8.9894324,-0.3470303,-0.5535172,1.069695,0.4309492,0.525299,0.1644747,-1.046881,-0.1715637,-1.829561,-0.6438225,-2.185505,-0.03411667,-0.4309492,-0.525299,-0.1644747,0, 0, -1, 1, 1, 1, 1, 1,0,5.427277,-0.4572754,-95.81078,5.427277,-0.4572754,-95.81078
9.0004035,-0.3471432,-0.5535764,1.06969,-0.8372716,1.574404,-0.4554925,-1.0541,-0.1961724,-1.829933,-0.6480997,-2.209414,-0.03340356,0.8372716,-1.574404,0.4554925,0, 0, -1, 1, 1, 1, 1, 1,0,5.418091,-0.4400024,-95.81578,5.418091,-0.4400024,-95.81578
9.0113741,-0.3471529,-0.5536345,1.069719,1.029251,1.457642,-1.598817,-1.06143,-0.2208096,-1.830309,-0.6446794,-2.166881,-0.03304758,-1.029251,-1.457642,1.598817,0, 0, -1, 1, 1, 1, 1, 1,0,5.429382,-0.4240112,-95.83332,5.429382,-0.4240112,-95.83332
9.0223445,-0.3472043,-0.5537034,1.06969,1.390905,0.3755445,0.04103171,-1.068725,-0.2454595,-1.830598,-0.6652111,-2.247644,-0.02631583,-1.390905,-0.3755445,-0.04103171,0, 0, -1, 1, 1, 1, 1, 1,0,5.444641,-0.4198914,-95.83287,5.444641,-0.4198914,-95.83287
9.0333152,-0.3472393,-0.5537517,1.069669,1.911052,-0.7482867,-0.5257479,-1.076043,-0.27015,-1.830869,-0.6533997,-2.204706,-0.02419526,-1.911052,0.7482867,0.5257479,0, 0, -1, 1, 1, 1, 1, 1,0,5.465607,-0.4281006,-95.83864,5.465607,-0.4281006,-95.83864
9.0452834,-0.347256,-0.5536589,1.069679,1.37694,0.708869,-0.2014412,-1.083383,-0.2949986,-1.831146,-0.6540292,-2.213998,-0.02473746,-1.37694,-0.708869,0.2014412,0, 0, -1, 1, 1, 1, 1, 1,0,5.482086,-0.4196167,-95.84105,5.482086,-0.4196167,-95.84105
9.0562539,-0.3472662,-0.5537174,1.069615,2.784567,0.959716,-1.361684,-1.090735,-0.3197102,-1.831325,-0.655992,-2.205035,-0.01596634,-2.784567,-0.959716,1.361684,0, 0, -1, 1, 1, 1, 1, 1,0,5.512634,-0.4090881,-95.85599,5.512634,-0.4090881,-95.85599
9.0672244,-0.3473237,-0.5537379,1.069598,0.2781785,1.037606,-1.157223,-1.098042,-0.344472,-1.831531,-0.6599259,-2.23607,-0.0185373,-0.2781785,-1.037606,1.157223,0, 0, -1, 1, 1, 1, 1, 1,0,5.515686,-0.3977051,-95.86868,5.515686,-0.3977051,-95.86868
9.0781951,-0.3473561,-0.5538058,1.069596,-0.0639799,1.440939,-0.1620361,-1.105378,-0.3691968,-1.831729,-0.6580523,-2.217887,-0.01782595,0.0639799,-1.440939,0.1620361,0, 0, -1, 1, 1, 1, 1, 1,0,5.514984,-0.381897,-95.87046,5.514984,-0.381897,-95.87046
9.0891657,-0.3473829,-0.5538645,1.069522,-0.7399482,0.7705476,-0.7239531,-1.112723,-0.3939397,-1.831836,-0.6548476,-2.206193,-0.009555706,0.7399482,-0.7705476,0.7239531,0, 0, -1, 1, 1, 1, 1, 1,0,5.506866,-0.3734436,-95.8784,5.506866,-0.3734436,-95.8784
9.1011337,-0.3473226,-0.5538647,1.06949,0.1147469,1.399912,-2.157242,-1.120156,-0.4187486,-1.831968,-0.6711981,-2.240039,-0.01183999,-0.1147469,-1.399912,2.157242,0, 0, -1, 1, 1, 1, 1, 1,0,5.50824,-0.3566895,-95.90422,5.50824,-0.3566895,-95.90422
9.113102,-0.3473135,-0.553977,1.069486,0.1912401,0.5941191,-0.7528484,-1.127541,-0.4434516,-1.832109,-0.6143958,-2.055366,-0.0118031,-0.1912401,-0.5941191,0.7528484,0, 0, -1, 1, 1, 1, 1, 1,0,5.510529,-0.3495789,-95.91323,5.510529,-0.3495789,-95.91323
9.1340459,-0.3473848,-0.5538988,1.069396,1.452739,2.232293,-2.414796,-1.142029,-0.4925197,-1.832264,-0.6524602,-2.208253,-0.001933505,-1.452739,-2.232293,2.414796,0, 0, -1, 1, 1, 1, 1, 1,0,5.540955,-0.3028259,-95.96381,5.540955,-0.3028259,-95.96381
9.1450165,-0.347401,-0.5538107,1.069327,0.8150557,1.004215,-0.6801404,-1.148908,-0.5158099,-1.832418,-0.6180116,-2.092337,-0.01386877,-0.8150557,-1.004215,0.6801404,0, 0, -1, 1, 1, 1, 1, 1,0,5.549896,-0.2918091,-95.97127,5.549896,-0.2918091,-95.97127
9.1569845,-0.3474105,-0.5538125,1.069295,0.260093,2.345937,-1.972372,-1.155519,-0.5380822,-1.832596,-0.5849231,-1.970812,-0.01578051,-0.260093,-2.345937,1.972372,0, 0, -1, 1, 1, 1, 1, 1,0,5.553009,-0.2637329,-95.99487,5.553009,-0.2637329,-95.99487
9.1679558,-0.3474434,-0.5537688,1.069233,0.1279528,2.094532,-1.999958,-1.16184,-0.5595092,-1.832732,-0.5688596,-1.928043,-0.01222846,-0.1279528,-2.094532,1.999958,0, 0, -1, 1, 1, 1, 1, 1,0,5.554413,-0.2407532,-96.01682,5.554413,-0.2407532,-96.01682
9.1789261,-0.3474664,-0.5538372,1.069205,0.2475834,1.905558,-0.8074279,-1.167918,-0.5799686,-1.83289,-0.5327869,-1.793505,-0.01384636,-0.2475834,-1.905558,0.8074279,0, 0, -1, 1, 1, 1, 1, 1,0,5.557129,-0.2198486,-96.02567,5.557129,-0.2198486,-96.02567
9.1898966,-0.3474888,-0.5538213,1.069186,-1.070987,1.101587,-1.294921,-1.173753,-0.5996912,-1.833046,-0.5299863,-1.791545,-0.01417469,1.070987,-1.101587,1.294921,0, 0, -1, 1, 1, 1, 1, 1,0,5.54538,-0.2077637,-96.03988,5.54538,-0.2077637,-96.03988
9.2018647,-0.3475522,-0.5537869,1.069144,0.1019964,1.290254,-1.568195,-1.179312,-0.618644,-1.833168,-0.4936609,-1.683097,-0.01077687,-0.1019964,-1.290254,1.568195,0, 0, -1, 1, 1, 1, 1, 1,0,5.5466,-0.1923218,-96.05865,5.5466,-0.1923218,-96.05865
9.2128355,-0.3475592,-0.5536591,1.069106,0.9485629,2.052902,-0.794178,-1.184702,-0.6369334,-1.833284,-0.4757493,-1.614164,-0.01027902,-0.9485629,-2.052902,0.794178,0, 0, -1, 1, 1, 1, 1, 1,0,5.557007,-0.1697998,-96.06736,5.557007,-0.1697998,-96.06736
9.2238059,-0.347593,-0.5536193,1.06909,-0.397799,2.200413,-2.19624,-1.18985,-0.6544085,-1.833414,-0.4531672,-1.538307,-0.01141733,0.397799,-2.200413,2.19624,0, 0, -1, 1, 1, 1, 1, 1,0,5.552643,-0.1456604,-96.09145,5.552643,-0.1456604,-96.09145
9.2347767,-0.3477433,-0.5535977,1.069081,1.132156,2.128008,-2.05012,-1.194674,-0.6711679,-1.833541,-0.436333,-1.515919,-0.01149437,-1.132156,-2.128008,2.05012,0, 0, -1, 1, 1, 1, 1, 1,0,5.565063,-0.1223145,-96.11395,5.565063,-0.1223145,-96.11395
9.2567179,-0.3478137,-0.5536635,1.069118,0.208632,2.621809,-3.215367,-1.203964,-0.7025959,-1.833827,-0.4081486,-1.394592,-0.01264444,-0.208632,-2.621809,3.215367,0, 0, -1, 1, 1, 1, 1, 1,0,5.569641,-0.06478882,-96.18449,5.569641,-0.06478882,-96.18449
9.2676888,-0.3479504,-0.553632,1.069081,-0.211408,-0.2670417,-3.580723,-1.208228,-0.717436,-1.833903,-0.380814,-1.325243,-0.006813176,0.211408,0.2670417,3.580723,0, 0, -1, 1, 1, 1, 1, 1,0,5.567322,-0.06771851,-96.22378,5.567322,-0.06771851,-96.22378
9.2786591,-0.3479994,-0.5535004,1.069075,0.02225469,1.351972,-3.432091,-1.212404,-0.7317837,-1.833897,-0.3695423,-1.269688,0.000548564,-0.02225469,-1.351972,3.432091,0, 0, -1, 1, 1, 1, 1, 1,0,5.567566,-0.05288696,-96.26143,5.567566,-0.05288696,-96.26143
9.2896302,-0.3480355,-0.5534867,1.068995,1.496519,1.237827,-4.799708,-1.216424,-0.745445,-1.833817,-0.3651304,-1.240839,0.007254533,-1.496519,-1.237827,4.799708,0, 0, -1, 1, 1, 1, 1, 1,0,5.583984,-0.03930664,-96.31409,5.583984,-0.03930664,-96.31409
9.3006004,-0.3481472,-0.553414,1.068997,1.24071,4.922297,-5.224336,-1.220206,-0.7586194,-1.833819,-0.3375219,-1.175731,-0.0001914957,-1.24071,-4.922297,5.224336,0, 0, -1, 1, 1, 1, 1, 1,0,5.597595,0.01469195,-96.3714,5.597595,0.01469195,-96.3714
9.3125682,-0.3481954,-0.5533861,1.069012,0.06119938,4.337587,-5.050223,-1.223896,-0.7712249,-1.833834,-0.328128,-1.120991,-0.001314547,-0.06119938,-4.337587,5.050223,0, 0, -1, 1, 1, 1, 1, 1,0,5.598328,0.06660333,-96.43184,5.598328,0.06660333,-96.43184
9.3235391,-0.3482733,-0.5532769,1.068968,-1.63563,6.810438,-6.845029,-1.227406,-0.7834085,-1.83379,-0.3121671,-1.083426,0.00392223,1.63563,-6.810438,6.845029,0, 0, -1, 1, 1, 1, 1, 1,0,5.580383,0.14132,-96.50694,5.580383,0.14132,-96.50694
9.3345099,-0.3483694,-0.5531402,1.068918,-0.4061296,5.34609,-7.102399,-1.230755,-0.7951368,-1.83374,-0.2984083,-1.045088,0.004461465,0.4061296,-5.34609,7.102399,0, 0, -1, 1, 1, 1, 1, 1,0,5.575928,0.1999708,-96.58485,5.575928,0.1999708,-96.58485
9.3454804,-0.3484805,-0.5529944,1.068852,-1.5578,6.280237,-9.042193,-1.233951,-0.8064104,-1.833674,-0.2856965,-1.00777,0.0058823,1.5578,-6.280237,9.042193,0, 0, -1, 1, 1, 1, 1, 1,0,5.558838,0.2688682,-96.68405,5.558838,0.2688682,-96.68405
9.3574355,-0.3485717,-0.5528109,1.06879,-0.9419399,6.315125,-9.028839,-1.237034,-0.8172766,-1.833612,-0.2764879,-0.9743081,0.005579568,0.9419399,-6.315125,9.028839,0, 0, -1, 1, 1, 1, 1, 1,0,5.547577,0.3443661,-96.79199,5.547577,0.3443661,-96.79199
9.3684061,-0.3486651,-0.552597,1.068748,-0.9346714,6.679843,-9.693739,-1.239989,-0.8277459,-1.83357,-0.2619047,-0.9281063,0.003698771,0.9346714,-6.679843,9.693739,0, 0, -1, 1, 1, 1, 1, 1,0,5.537323,0.417648,-96.89834,5.537323,0.417648,-96.89834
9.3793766,-0.348771,-0.5522652,1.068672,0.1919432,5.659355,-11.02143,-1.242809,-0.837923,-1.833494,-0.2572035,-0.9281812,0.006936461,-0.1919432,-5.659355,11.02143,0, 0, -1, 1, 1, 1, 1, 1,0,5.539429,0.479734,-97.01925,5.539429,0.479734,-97.01925
9.3903477,-0.348914,-0.5519719,1.068694,-0.0333796,8.265388,-12.27674,-1.245475,-0.8476678,-1.833515,-0.2360688,-0.862913,-0.001879007,0.0333796,-8.265388,12.27674,0, 0, -1, 1, 1, 1, 1, 1,0,5.539063,0.5704144,-97.15394,5.539063,0.5704144,-97.15394
9.4013179,-0.3491604,-0.5516866,1.068637,-0.08901957,7.581056,-13.24236,-1.247925,-0.8570263,-1.833459,-0.2221119,-0.8483511,0.005100556,0.08901957,-7.581056,13.24236,0, 0, -1, 1, 1, 1, 1, 1,0,5.538086,0.6535801,-97.29921,5.538086,0.6535801,-97.29921
9.4122886,-0.3492954,-0.5512705,1.06855,-0.2531379,8.495565,-13.44621,-1.250379,-0.8661529,-1.833372,-0.2195801,-0.8167734,0.00778804,0.2531379,-8.495565,13.44621,0, 0, -1, 1, 1, 1, 1, 1,0,5.535309,0.7467824,-97.44672,5.535309,0.7467824,-97.44672
9.4242565,-0.3493948,-0.5509681,1.068411,-0.3161941,8.649405,-13.76592,-1.252764,-0.8748173,-1.833233,-0.2116477,-0.7686493,0.01233105,0.3161941,-8.649405,13.76592,0, 0, -1, 1, 1, 1, 1, 1,0,5.531525,0.8502976,-97.61147,5.531525,0.8502976,-97.61147
