t_sec,xVest_m,yVest_m,zVest_m,omegaXVest_degPSec,omegaYVest_degPSec,omegaZVest_degPSec,xVis_m,yVis_m,zVis_m,xVisDot_mPSec,yVisDot_mPSec,zVisDot_mPSec,omegaXVis_degPSec,omegaYVis_degPSec,omegaZVis_degPSec,g_xvis,g_yvis,g_zvis,g,Pos ON,Vel ON,AngVel ON,G ON,Sickness,thetaXVest_deg,thetaYVest_deg,thetaZVest_deg,thetaXVis_deg,thetaYVis_deg,thetaZVis_deg
25.4528779,-0.3511992,-0.4547876,1.079029,19.7505,13.13269,-14.85043,-1.063039,2.640504,-1.708988,0.0008733601,0.04460687,-0.07513081,-19.7505,-13.13269,14.85043,0, 0, -1, 1, 1, 1, 1, 1,0,0.7252808,-8.402924,-103.7732,0.7252808,-8.402924,-103.7732
25.4638485,-0.3512893,-0.4553684,1.079886,31.19188,16.54869,-18.67048,-1.062949,2.641084,-1.709845,0.007971327,0.05137077,-0.0758225,-31.19188,-16.54869,18.67048,0, 0, -1, 1, 1, 1, 1, 1,0,1.067474,-8.221375,-103.9781,1.067474,-8.221375,-103.9781
25.4748192,-0.351268,-0.4558818,1.081018,27.11079,23.16351,-19.17102,-1.06297,2.641598,-1.710977,-0.0019021,0.04603508,-0.1014845,-27.11079,-23.16351,19.17102,0, 0, -1, 1, 1, 1, 1, 1,0,1.364899,-7.967255,-104.1884,1.364899,-7.967255,-104.1884
25.4857896,-0.3512376,-0.4561239,1.082239,26.83613,22.90821,-13.03417,-1.063,2.64184,-1.712198,-0.002738304,0.0217139,-0.1095536,-26.83613,-22.90821,13.03417,0, 0, -1, 1, 1, 1, 1, 1,0,1.659302,-7.715942,-104.3314,1.659302,-7.715942,-104.3314
25.4977582,-0.3512445,-0.4562322,1.083348,14.57723,25.70712,-5.142954,-1.062994,2.641948,-1.713307,0.0006200354,0.009728141,-0.09944085,-14.57723,-25.70712,5.142954,0, 0, -1, 1, 1, 1, 1, 1,0,1.833771,-7.408264,-104.3929,1.833771,-7.408264,-104.3929
25.5087287,-0.3511295,-0.4563357,1.084348,1.32413,25.47281,-2.986942,-1.063108,2.642052,-1.714308,-0.010355,0.009302316,-0.09014439,-1.32413,-25.47281,2.986942,0, 0, -1, 1, 1, 1, 1, 1,0,1.848297,-7.128815,-104.4257,1.848297,-7.128815,-104.4257
25.5196989,-0.3510619,-0.4564377,1.085164,-4.795929,15.29189,-2.290863,-1.063176,2.642154,-1.715123,-0.00599706,0.009053763,-0.07234549,4.795929,-15.29189,2.290863,0, 0, -1, 1, 1, 1, 1, 1,0,1.795685,-6.96106,-104.4508,1.795685,-6.96106,-104.4508
25.5306699,-0.351036,-0.4566092,1.085604,-20.09192,3.549397,-1.591109,-1.063202,2.642325,-1.715563,-0.002294968,0.01522928,-0.03902502,20.09192,-3.549397,1.591109,0, 0, -1, 1, 1, 1, 1, 1,0,1.575256,-6.922119,-104.4683,1.575256,-6.922119,-104.4683
25.5416403,-0.3508959,-0.4568505,1.085874,-17.61443,8.320396,1.6211,-1.063342,2.642567,-1.715833,-0.01270644,0.0218689,-0.02450527,17.61443,-8.320396,-1.6211,0, 0, -1, 1, 1, 1, 1, 1,0,1.382019,-6.830841,-104.4505,1.382019,-6.830841,-104.4505
25.5536082,-0.3506991,-0.457068,1.086065,-7.466261,15.38131,9.021732,-1.063539,2.642784,-1.716024,-0.01736343,0.01918286,-0.01680604,7.466261,-15.38131,-9.021732,0, 0, -1, 1, 1, 1, 1, 1,0,1.292664,-6.646759,-104.3425,1.292664,-6.646759,-104.3425
25.5645787,-0.3502556,-0.4575704,1.086228,3.936226,18.28468,2.255332,-1.063982,2.643287,-1.716187,-0.04042098,0.04581044,-0.01485362,-3.936226,-18.28468,-2.255332,0, 0, -1, 1, 1, 1, 1, 1,0,1.335846,-6.446167,-104.3178,1.335846,-6.446167,-104.3178
25.5755497,-0.3500795,-0.4583647,1.086071,-27.71923,1.232275,8.559859,-1.064158,2.644081,-1.71603,-0.01571091,0.07086395,0.01397707,27.71923,-1.232275,-8.559859,0, 0, -1, 1, 1, 1, 1, 1,0,1.031738,-6.432648,-104.2239,1.031738,-6.432648,-104.2239
25.5875176,-0.3500839,-0.459228,1.085605,-31.12217,7.726357,21.81612,-1.064154,2.644944,-1.715564,0.0003912835,0.07658582,0.04135973,31.12217,-7.726357,-21.81612,0, 0, -1, 1, 1, 1, 1, 1,0,0.6592712,-6.340179,-103.9628,0.6592712,-6.340179,-103.9628
25.609459,-0.3500859,-0.4613825,1.084853,-4.450776,31.4044,19.77674,-1.064152,2.647099,-1.714812,0.00930613,0.1053484,0.03935072,4.450776,-31.4044,-19.77674,0, 0, -1, 1, 1, 1, 1, 1,0,0.561615,-5.651123,-103.5289,0.561615,-5.651123,-103.5289
25.6204292,-0.3501953,-0.463043,1.084124,25.66824,43.76703,27.04665,-1.064043,2.648759,-1.714083,0.009807331,0.1488193,0.06532879,-25.66824,-43.76703,-27.04665,0, 0, -1, 1, 1, 1, 1, 1,0,0.8432007,-5.17099,-103.2322,0.8432007,-5.17099,-103.2322
25.6313999,-0.3502178,-0.4646572,1.083362,18.64875,32.7132,23.58494,-1.06402,2.650373,-1.713321,0.002015634,0.1444218,0.06822228,-18.64875,-32.7132,-23.58494,0, 0, -1, 1, 1, 1, 1, 1,0,1.047791,-4.812103,-102.9734,1.047791,-4.812103,-102.9734
25.6433683,-0.3502555,-0.4664487,1.082322,6.252223,34.27503,32.15611,-1.063982,2.652165,-1.712281,0.003369211,0.1602294,0.09295183,-6.252223,-34.27503,-32.15611,0, 0, -1, 1, 1, 1, 1, 1,0,1.12262,-4.401886,-102.5886,1.12262,-4.401886,-102.5886
25.6653095,-0.350626,-0.470546,1.080089,4.612158,55.18317,35.25881,-1.063612,2.656262,-1.710048,0.01912421,0.1807347,0.100436,-4.612158,-55.18317,-35.25881,0, 0, -1, 1, 1, 1, 1, 1,0,1.223816,-3.191101,-101.8149,1.223816,-3.191101,-101.8149
25.6762801,-0.3508121,-0.4727567,1.078616,5.59412,68.21432,36.18235,-1.063426,2.658473,-1.708575,0.0172918,0.205419,0.13685,-5.59412,-68.21432,-36.18235,0, 0, -1, 1, 1, 1, 1, 1,0,1.285187,-2.442749,-101.418,1.285187,-2.442749,-101.418
25.6872506,-0.3509784,-0.4749643,1.076931,10.81836,74.73267,38.5479,-1.06326,2.66068,-1.70689,0.01483655,0.1969486,0.1503437,-10.81836,-74.73267,-38.5479,0, 0, -1, 1, 1, 1, 1, 1,0,1.40387,-1.622894,-100.9951,1.40387,-1.622894,-100.9951
25.6982271,-0.3512217,-0.477305,1.075164,13.27577,86.44956,40.07126,-1.063016,2.663021,-1.705123,0.02125093,0.2044504,0.1543269,-13.27577,-86.44956,-40.07126,0, 0, -1, 1, 1, 1, 1, 1,0,1.549591,-0.6739807,-100.5553,1.549591,-0.6739807,-100.5553
25.7101891,-0.3514076,-0.4798684,1.073106,13.76378,86.44716,39.27397,-1.06283,2.665585,-1.703065,0.01665373,0.2297125,0.1844408,-13.76378,-86.44716,-39.27397,0, 0, -1, 1, 1, 1, 1, 1,0,1.714233,0.3601002,-100.0855,1.714233,0.3601002,-100.0855
25.7211603,-0.3515372,-0.4823292,1.070892,13.75505,97.43267,43.21159,-1.062701,2.668045,-1.700851,0.0115667,0.2194483,0.1973781,-13.75505,-97.43267,-43.21159,0, 0, -1, 1, 1, 1, 1, 1,0,1.865143,1.429054,-99.61138,1.865143,1.429054,-99.61138
25.7321305,-0.3518501,-0.4848465,1.068514,18.36585,109.1377,46.133,-1.062388,2.670563,-1.698473,0.02731112,0.2198004,0.2076436,-18.36585,-109.1377,-46.133,0, 0, -1, 1, 1, 1, 1, 1,0,2.06662,2.626317,-99.10529,2.06662,2.626317,-99.10529
25.7440988,-0.351997,-0.487308,1.065912,21.45968,104.8337,44.41295,-1.062241,2.673024,-1.695871,0.0130247,0.2181136,0.2305995,-21.45968,-104.8337,-44.41295,0, 0, -1, 1, 1, 1, 1, 1,0,2.323456,3.880998,-98.57375,2.323456,3.880998,-98.57375
25.7550693,-0.3520362,-0.4898371,1.063116,24.30446,114.8868,49.89967,-1.062202,2.675553,-1.693075,0.003429418,0.2211506,0.2444789,-24.30446,-114.8868,-49.89967,0, 0, -1, 1, 1, 1, 1, 1,0,2.590088,5.141363,-98.02632,2.590088,5.141363,-98.02632
25.7660401,-0.351815,-0.4922667,1.060286,25.81148,118.1763,52.87265,-1.062423,2.677983,-1.690245,-0.01989555,0.2184651,0.2544937,-25.81148,-118.1763,-52.87265,0, 0, -1, 1, 1, 1, 1, 1,0,2.87326,6.437851,-97.44627,2.87326,6.437851,-97.44627
25.7770103,-0.3517206,-0.4946066,1.057399,24.99224,119.2832,56.40572,-1.062517,2.680323,-1.687358,-0.008535734,0.2115396,0.2610189,-24.99224,-119.2832,-56.40572,0, 0, -1, 1, 1, 1, 1, 1,0,3.14743,7.746412,-96.82748,3.14743,7.746412,-96.82748
25.788979,-0.3515562,-0.4970016,1.054466,19.61802,103.5839,50.62656,-1.062682,2.682718,-1.684425,-0.01469444,0.2140976,0.2621129,-19.61802,-103.5839,-50.62656,0, 0, -1, 1, 1, 1, 1, 1,0,3.382233,8.986176,-96.22155,3.382233,8.986176,-96.22155
25.7999498,-0.3514352,-0.4992429,1.05158,21.59719,112.639,59.19825,-1.062803,2.684959,-1.68154,-0.01086582,0.20128,0.2591525,-21.59719,-112.639,-59.19825,0, 0, -1, 1, 1, 1, 1, 1,0,3.619171,10.22192,-95.5721,3.619171,10.22192,-95.5721
25.8109204,-0.3511366,-0.5011797,1.048688,19.98973,112.314,61.98388,-1.063101,2.686896,-1.678647,-0.02658316,0.1724032,0.2574693,-19.98973,-112.314,-61.98388,0, 0, -1, 1, 1, 1, 1, 1,0,3.83847,11.45407,-94.8921,3.83847,11.45407,-94.8921
25.8218906,-0.3507154,-0.5031723,1.04564,19.41739,108.7439,60.39282,-1.063523,2.688889,-1.675599,-0.03773453,0.1785368,0.2731241,-19.41739,-108.7439,-60.39282,0, 0, -1, 1, 1, 1, 1, 1,0,4.051483,12.64701,-94.22958,4.051483,12.64701,-94.22958
25.8328743,-0.3502955,-0.5049733,1.042812,19.08512,109.7502,56.7226,-1.063942,2.69069,-1.672771,-0.03745931,0.1606857,0.25226,-19.08512,-109.7502,-56.7226,0, 0, -1, 1, 1, 1, 1, 1,0,4.261108,13.85247,-93.60655,4.261108,13.85247,-93.60655
25.8448295,-0.3498248,-0.5067623,1.040002,15.5891,98.22642,52.53505,-1.064413,2.692478,-1.669961,-0.04179588,0.1588624,0.2495684,-15.5891,-98.22642,-52.53505,0, 0, -1, 1, 1, 1, 1, 1,0,4.447479,15.02679,-92.97849,4.447479,15.02679,-92.97849
25.8558001,-0.3493944,-0.5083784,1.037236,23.4252,108.3812,52.12184,-1.064844,2.694095,-1.667195,-0.03871183,0.1453087,0.2486903,-23.4252,-108.3812,-52.12184,0, 0, -1, 1, 1, 1, 1, 1,0,4.704468,16.2158,-92.40668,4.704468,16.2158,-92.40668
25.8667712,-0.349176,-0.5098873,1.03462,16.00552,99.86829,50.08818,-1.065062,2.695603,-1.664579,-0.01965071,0.1358271,0.2355509,-16.00552,-99.86829,-50.08818,0, 0, -1, 1, 1, 1, 1, 1,0,4.880066,17.31146,-91.85715,4.880066,17.31146,-91.85715
25.8777418,-0.3486642,-0.5111693,1.032385,13.41087,91.63309,44.64238,-1.065574,2.696886,-1.662344,-0.04559889,0.1142468,0.1991353,-13.41087,-91.63309,-44.64238,0, 0, -1, 1, 1, 1, 1, 1,0,5.027191,18.31673,-91.3674,5.027191,18.31673,-91.3674
25.8897094,-0.3483053,-0.5123338,1.030166,10.77127,75.98858,38.52055,-1.065933,2.69805,-1.660125,-0.03187126,0.1033594,0.1969415,-10.77127,-75.98858,-38.52055,0, 0, -1, 1, 1, 1, 1, 1,0,5.156097,19.22613,-90.9064,5.156097,19.22613,-90.9064
25.9006803,-0.3479232,-0.5134281,1.028051,17.63866,80.03896,41.64668,-1.066315,2.699144,-1.65801,-0.03485111,0.09982315,0.1929588,-17.63866,-80.03896,-41.64668,0, 0, -1, 1, 1, 1, 1, 1,0,5.349609,20.10423,-90.4495,5.349609,20.10423,-90.4495
25.9116509,-0.3473948,-0.5144842,1.026105,20.06762,82.91992,38.66229,-1.066843,2.7002,-1.656064,-0.04719347,0.09432304,0.1738129,-20.06762,-82.91992,-38.66229,0, 0, -1, 1, 1, 1, 1, 1,0,5.569763,21.01391,-90.02535,5.569763,21.01391,-90.02535
25.9226221,-0.3471175,-0.515422,1.023993,25.03169,83.46111,46.93199,-1.067121,2.701138,-1.653952,-0.02475548,0.0836814,0.1884906,-25.03169,-83.46111,-46.93199,0, 0, -1, 1, 1, 1, 1, 1,0,5.844391,21.92958,-89.51045,5.844391,21.92958,-89.51045
25.9335922,-0.3467985,-0.5162475,1.022121,23.24823,76.80338,40.15237,-1.067439,2.701964,-1.652081,-0.0281581,0.07290579,0.1652223,-23.24823,-76.80338,-40.15237,0, 0, -1, 1, 1, 1, 1, 1,0,6.099426,22.77212,-89.06998,6.099426,22.77212,-89.06998
25.9445627,-0.3463924,-0.5172597,1.020708,14.91872,63.30005,26.42209,-1.067846,2.702976,-1.650667,-0.03721876,0.0927465,0.1295501,-14.91872,-63.30005,-26.42209,0, 0, -1, 1, 1, 1, 1, 1,0,6.263092,23.46656,-88.78011,6.263092,23.46656,-88.78011
25.9565308,-0.3464622,-0.5181378,1.019257,13.52982,47.8532,45.19014,-1.067776,2.703854,-1.649216,0.00622958,0.07832687,0.1293648,-13.52982,-47.8532,-45.19014,0, 0, -1, 1, 1, 1, 1, 1,0,6.425018,24.03927,-88.23927,6.425018,24.03927,-88.23927
25.9675013,-0.3462714,-0.5189806,1.018194,4.306204,35.66371,16.88196,-1.067967,2.704697,-1.648153,-0.01694267,0.07479748,0.09437521,-4.306204,-35.66371,-16.88196,0, 0, -1, 1, 1, 1, 1, 1,0,6.47226,24.43052,-88.05407,6.47226,24.43052,-88.05407
25.9784722,-0.3461325,-0.5198001,1.017277,11.08223,37.35263,31.43581,-1.068105,2.705516,-1.647236,-0.01250203,0.07378881,0.08256707,-11.08223,-37.35263,-31.43581,0, 0, -1, 1, 1, 1, 1, 1,0,6.593842,24.84031,-87.70919,6.593842,24.84031,-87.70919
25.9894432,-0.3462366,-0.5203609,1.016414,12.34778,38.75233,18.78385,-1.068001,2.706077,-1.646373,0.009364118,0.05039909,0.07753789,-12.34778,-38.75233,-18.78385,0, 0, -1, 1, 1, 1, 1, 1,0,6.729309,25.26546,-87.50311,6.729309,25.26546,-87.50311
26.0004139,-0.3465443,-0.5208888,1.015381,15.8392,46.56729,19.24682,-1.067694,2.706605,-1.64534,0.02757693,0.04732971,0.09266061,-15.8392,-46.56729,-19.24682,0, 0, -1, 1, 1, 1, 1, 1,0,6.903076,25.77634,-87.29196,6.903076,25.77634,-87.29196
26.0123814,-0.3466478,-0.5212837,1.014218,12.74764,46.69502,12.89809,-1.06759,2.707,-1.644177,0.009261874,0.03534024,0.1040787,-12.74764,-46.69502,-12.89809,0, 0, -1, 1, 1, 1, 1, 1,0,7.055634,26.33516,-87.1376,7.055634,26.33516,-87.1376
26.0233518,-0.3469029,-0.5216792,1.013068,15.28327,50.0493,8.404547,-1.067335,2.707395,-1.643027,0.02252388,0.03490623,0.1014784,-15.28327,-50.0493,-8.404547,0, 0, -1, 1, 1, 1, 1, 1,0,7.223297,26.88422,-87.0454,7.223297,26.88422,-87.0454
26.0343227,-0.3471659,-0.5219921,1.012026,12.75124,38.40549,2.390162,-1.067072,2.707708,-1.641985,0.02368674,0.02820924,0.09390905,-12.75124,-38.40549,-2.390162,0, 0, -1, 1, 1, 1, 1, 1,0,7.36319,27.30556,-87.01918,7.36319,27.30556,-87.01918
26.0452932,-0.3474738,-0.522346,1.011256,6.829283,30.23592,-5.7882,-1.066764,2.708062,-1.641215,0.02752688,0.03161756,0.0688172,-6.829283,-30.23592,5.7882,0, 0, -1, 1, 1, 1, 1, 1,0,7.43811,27.63727,-87.08268,7.43811,27.63727,-87.08268
26.056264,-0.3479608,-0.5227301,1.01063,-2.191987,21.81816,-8.834709,-1.066277,2.708446,-1.640589,0.04358726,0.03437898,0.0560179,2.191987,-21.81816,8.834709,0, 0, -1, 1, 1, 1, 1, 1,0,7.414063,27.87663,-87.1796,7.414063,27.87663,-87.1796
26.0673139,-0.3484268,-0.5231562,1.009972,-5.874341,25.15358,-12.99011,-1.065811,2.708872,-1.639931,0.04397949,0.04021046,0.06212708,5.874341,-25.15358,12.99011,0, 0, -1, 1, 1, 1, 1, 1,0,7.349152,28.15457,-87.32314,7.349152,28.15457,-87.32314
26.0782841,-0.3489462,-0.5234331,1.009296,-8.047925,26.79906,-16.55764,-1.065292,2.709149,-1.639255,0.04628002,0.02469118,0.06019802,8.047925,-26.79906,16.55764,0, 0, -1, 1, 1, 1, 1, 1,0,7.260864,28.44856,-87.50478,7.260864,28.44856,-87.50478
26.0892547,-0.3494874,-0.5238116,1.008483,-3.641324,32.68221,-17.75598,-1.064751,2.709528,-1.638442,0.04863149,0.0339992,0.07307579,3.641324,-32.68221,17.75598,0, 0, -1, 1, 1, 1, 1, 1,0,7.220917,28.80711,-87.69958,7.220917,28.80711,-87.69958
26.101223,-0.3500635,-0.5241639,1.007721,-0.3697308,28.62306,-13.21979,-1.064174,2.70988,-1.63768,0.05177424,0.03166005,0.06843968,0.3697308,-28.62306,13.21979,0, 0, -1, 1, 1, 1, 1, 1,0,7.216492,29.14968,-87.8578,7.216492,29.14968,-87.8578
26.1121936,-0.3506627,-0.5245104,1.007076,-5.761025,24.70377,-21.45085,-1.063575,2.710227,-1.637035,0.05353723,0.03095487,0.05764892,5.761025,-24.70377,21.45085,0, 0, -1, 1, 1, 1, 1, 1,0,7.15329,29.42069,-88.09312,7.15329,29.42069,-88.09312
26.1231645,-0.3514053,-0.524969,1.006476,-9.691387,17.88519,-21.94957,-1.062833,2.710685,-1.636435,0.06611242,0.04083477,0.05345237,9.691387,-17.88519,21.94957,0, 0, -1, 1, 1, 1, 1, 1,0,7.046967,29.61691,-88.33393,7.046967,29.61691,-88.33393
26.1351321,-0.3507215,-0.5256678,1.006212,-8.017252,10.19656,-23.35879,-1.063516,2.711384,-1.636171,-0.05738951,0.05863014,0.02216139,8.017252,-10.19656,23.35879,0, 0, -1, 1, 1, 1, 1, 1,0,6.951019,29.73894,-88.61348,6.951019,29.73894,-88.61348
26.1570734,-0.3511521,-0.5279332,1.006243,-9.720817,-3.566026,-26.97461,-1.063086,2.713649,-1.636202,0.06327856,0.07082908,0.02466791,9.720817,3.566026,26.97461,0, 0, -1, 1, 1, 1, 1, 1,0,6.737732,29.66069,-89.20534,6.737732,29.66069,-89.20534
26.1690408,-0.351178,-0.5290213,1.006451,-11.44977,-13.71645,-27.70129,-1.06306,2.714737,-1.63641,0.002303891,0.09736072,-0.01865512,11.44977,13.71645,27.70129,0, 0, -1, 1, 1, 1, 1, 1,0,6.600708,29.49654,-89.53685,6.600708,29.49654,-89.53685
26.189986,-0.3525219,-0.5304756,1.006132,-11.32542,-8.380871,-28.04144,-1.061716,2.716192,-1.636091,0.05923161,0.05920995,0.01812682,11.32542,8.380871,28.04144,0, 0, -1, 1, 1, 1, 1, 1,0,6.363495,29.321,-90.12418,6.363495,29.321,-90.12418
26.2009559,-0.3528401,-0.5309143,1.005854,-7.533487,2.234591,-25.62026,-1.061398,2.71663,-1.635813,0.02845042,0.03922726,0.02489012,7.533487,-2.234591,25.62026,0, 0, -1, 1, 1, 1, 1, 1,0,6.280853,29.34552,-90.40524,6.280853,29.34552,-90.40524
26.2129242,-0.353159,-0.5315189,1.005699,-7.417564,8.430818,-24.81021,-1.061079,2.717235,-1.635659,0.02848967,0.05401854,0.01379219,7.417564,-8.430818,24.81021,0, 0, -1, 1, 1, 1, 1, 1,0,6.192078,29.44642,-90.70217,6.192078,29.44642,-90.70217
26.2238949,-0.353759,-0.5318284,1.005237,-7.635862,16.93468,-25.80685,-1.060479,2.717545,-1.635196,0.0539124,0.02780779,0.04156172,7.635862,-16.93468,25.80685,0, 0, -1, 1, 1, 1, 1, 1,0,6.108307,29.63221,-90.98529,6.108307,29.63221,-90.98529
26.2348659,-0.3542005,-0.5320855,1.004695,-7.165553,19.11121,-26.42089,-1.060037,2.717802,-1.634654,0.03923051,0.02283504,0.04814847,7.165553,-19.11121,26.42089,0, 0, -1, 1, 1, 1, 1, 1,0,6.029694,29.84188,-91.27515,6.029694,29.84188,-91.27515
26.2458363,-0.354496,-0.5322458,1.004205,-4.267298,22.10236,-22.44643,-1.059742,2.717962,-1.634164,0.02638829,0.01430652,0.04376049,4.267298,-22.10236,22.44643,0, 0, -1, 1, 1, 1, 1, 1,0,5.98288,30.08435,-91.5214,5.98288,30.08435,-91.5214
26.2568067,-0.3549495,-0.5324472,1.003546,2.801284,23.06365,-14.75403,-1.059289,2.718163,-1.633505,0.04069095,0.01809913,0.05910029,-2.801284,-23.06365,14.75403,0, 0, -1, 1, 1, 1, 1, 1,0,6.013611,30.33736,-91.68326,6.013611,30.33736,-91.68326
26.2687752,-0.3551873,-0.5326324,1.002924,4.324503,17.33642,-11.17142,-1.059051,2.718349,-1.632883,0.02113339,0.01644062,0.05527521,-4.324503,-17.33642,11.17142,0, 0, -1, 1, 1, 1, 1, 1,0,6.065369,30.54486,-91.81696,6.065369,30.54486,-91.81696
26.2797455,-0.3553655,-0.5329295,1.00242,7.452539,16.06232,-5.244457,-1.058872,2.718646,-1.632379,0.01611257,0.02685787,0.04556785,-7.452539,-16.06232,5.244457,0, 0, -1, 1, 1, 1, 1, 1,0,6.147125,30.72106,-91.8745,6.147125,30.72106,-91.8745
26.2907266,-0.3557064,-0.5331764,1.001783,12.02239,11.78217,-2.254545,-1.058532,2.718893,-1.631742,0.03064451,0.0222012,0.05730309,-12.02239,-11.78217,2.254545,0, 0, -1, 1, 1, 1, 1, 1,0,6.279144,30.85044,-91.89925,6.279144,30.85044,-91.89925
26.3016868,-0.3556657,-0.5334015,1.001149,10.138,7.929623,-0.815133,-1.058572,2.719118,-1.631108,-0.003646751,0.02013177,0.05668458,-10.138,-7.929623,0.815133,0, 0, -1, 1, 1, 1, 1, 1,0,6.390259,30.93736,-91.90819,6.390259,30.93736,-91.90819
26.3126576,-0.3559272,-0.5336195,1.000588,15.43292,4.689267,0.2830389,-1.058311,2.719336,-1.630548,0.02341015,0.0195049,0.0501707,-15.43292,-4.689267,-0.2830389,0, 0, -1, 1, 1, 1, 1, 1,0,6.55957,30.9888,-91.90508,6.55957,30.9888,-91.90508
26.324625,-0.3563202,-0.5339528,1.000137,18.64603,2.686487,2.38048,-1.057918,2.719669,-1.630096,0.03503437,0.02971067,0.04027305,-18.64603,-2.686487,-2.38048,0, 0, -1, 1, 1, 1, 1, 1,0,6.782715,31.02095,-91.87659,6.782715,31.02095,-91.87659
26.3355963,-0.3564849,-0.5345034,0.9999014,16.161,7.982099,-2.692572,-1.057753,2.72022,-1.62986,0.01479111,0.04948221,0.0211424,-16.161,-7.982099,2.692572,0, 0, -1, 1, 1, 1, 1, 1,0,6.960022,31.10852,-91.90614,6.960022,31.10852,-91.90614
26.3465669,-0.3569031,-0.5348934,0.9995373,10.62076,-3.270828,-4.192112,-1.057335,2.72061,-1.629496,0.03777039,0.03522939,0.03287144,-10.62076,3.270828,4.192112,0, 0, -1, 1, 1, 1, 1, 1,0,7.076538,31.07264,-91.95213,7.076538,31.07264,-91.95213
26.3585355,-0.3573279,-0.5353997,0.9991713,4.054188,-1.406217,-11.64623,-1.05691,2.721116,-1.62913,0.03620283,0.04313053,0.03119497,-4.054188,1.406217,11.64623,0, 0, -1, 1, 1, 1, 1, 1,0,7.125061,31.05581,-92.09151,7.125061,31.05581,-92.09151
26.3695056,-0.3578711,-0.5359721,0.9989004,3.516305,7.298976,-16.24274,-1.056367,2.721688,-1.62886,0.05068002,0.05341648,0.02527327,-3.516305,-7.298976,16.24274,0, 0, -1, 1, 1, 1, 1, 1,0,7.163635,31.13588,-92.2697,7.163635,31.13588,-92.2697
26.3804759,-0.3583764,-0.5365018,0.9985516,-1.799848,10.47135,-17.51931,-1.055862,2.722218,-1.628511,0.04511617,0.04729801,0.03114176,1.799848,-10.47135,17.51931,0, 0, -1, 1, 1, 1, 1, 1,0,7.14389,31.25076,-92.46189,7.14389,31.25076,-92.46189
26.3914472,-0.3588631,-0.5368881,0.9980719,-6.50334,15.76705,-19.64493,-1.055375,2.722604,-1.628031,0.04362801,0.03462032,0.04299758,6.50334,-15.76705,19.64493,0, 0, -1, 1, 1, 1, 1, 1,0,7.07254,31.42374,-92.67742,7.07254,31.42374,-92.67742
26.4024173,-0.3591611,-0.5372099,0.9976506,-9.589165,22.77826,-20.22571,-1.055077,2.722926,-1.62761,0.02683395,0.02898067,0.03793247,9.589165,-22.77826,20.22571,0, 0, -1, 1, 1, 1, 1, 1,0,6.967346,31.67362,-92.8993,6.967346,31.67362,-92.8993
26.413388,-0.3596587,-0.5374795,0.9971919,-9.638712,25.8983,-20.41515,-1.054579,2.723196,-1.627151,0.04378368,0.02370654,0.04036406,9.638712,-25.8983,20.41515,0, 0, -1, 1, 1, 1, 1, 1,0,6.861603,31.95774,-93.12327,6.861603,31.95774,-93.12327
26.4253559,-0.3601891,-0.5376161,0.9967333,-9.916765,25.81365,-18.21877,-1.054049,2.723332,-1.626692,0.04767686,0.01230232,0.04122564,9.916765,-25.81365,18.21877,0, 0, -1, 1, 1, 1, 1, 1,0,6.74292,32.26668,-93.34131,6.74292,32.26668,-93.34131
26.4363268,-0.3606162,-0.5378516,0.9964185,-10.91811,30.40729,-21.85917,-1.053622,2.723568,-1.626378,0.03782629,0.02083983,0.02788145,10.91811,-30.40729,21.85917,0, 0, -1, 1, 1, 1, 1, 1,0,6.623138,32.60027,-93.58112,6.623138,32.60027,-93.58112
26.4472975,-0.361201,-0.5378683,0.9960305,-10.0365,33.20418,-18.32329,-1.053037,2.723584,-1.62599,0.05203256,0.001484826,0.03451161,10.0365,-33.20418,18.32329,0, 0, -1, 1, 1, 1, 1, 1,0,6.513031,32.96455,-93.78214,6.513031,32.96455,-93.78214
26.4582681,-0.3617551,-0.5377914,0.9956083,-7.969743,31.90262,-17.21631,-1.052483,2.723507,-1.625567,0.04908792,-0.00682246,0.03740736,7.969743,-31.90262,17.21631,0, 0, -1, 1, 1, 1, 1, 1,0,6.425598,33.31454,-93.97102,6.425598,33.31454,-93.97102
26.4700917,-0.3622609,-0.5377349,0.9953355,-5.141498,33.37424,-16.12784,-1.051977,2.723451,-1.625295,0.04557576,-0.005071136,0.02459286,5.141498,-33.37424,16.12784,0, 0, -1, 1, 1, 1, 1, 1,0,6.364807,33.70914,-94.16171,6.364807,33.70914,-94.16171
26.4810619,-0.3628687,-0.5373234,0.9949996,-5.232681,36.60408,-20.19492,-1.051369,2.72304,-1.624959,0.05445492,-0.03685851,0.03007833,5.232681,-36.60408,20.19492,0, 0, -1, 1, 1, 1, 1, 1,0,6.307404,34.11069,-94.38325,6.307404,34.11069,-94.38325
26.492033,-0.3635483,-0.5369967,0.9946461,-6.984682,39.28014,-25.81286,-1.05069,2.722713,-1.624605,0.06065656,-0.02915771,0.03156269,6.984682,-39.28014,25.81286,0, 0, -1, 1, 1, 1, 1, 1,0,6.230774,34.54164,-94.66644,6.230774,34.54164,-94.66644
26.503004,-0.3641062,-0.5366846,0.9944215,-6.954146,40.60874,-29.13509,-1.050132,2.722401,-1.624381,0.04970904,-0.02782856,0.02001107,6.954146,-40.60874,29.13509,0, 0, -1, 1, 1, 1, 1, 1,0,6.15448,34.98716,-94.98608,6.15448,34.98716,-94.98608
