Time,Head_X,Head_Y,Head_Z,Head_A,Head_B,Head_C,Body_X,Body_Y,Body_Z,Body_A,Body_B,Body_C,Event,Event_ID,Target_ID,Total_Head_Distance,Total_Head_Rotation,Total_Body_Distance,Total_Body_Rotation,Total_Balls,Total_Visits,Total_Revisits
0.00,0.092,1.069,-0.096,0.013,114.683,352.931,-0.284,0.912,0.135,11.574,304.543,1.652,Finding,0,-1,0.000,0.000,0.000,0.000,0,0,0
9.96,0.416,1.589,-0.277,0.003,114.672,352.964,0.040,1.432,-0.046,11.578,304.548,1.648,Finding,0,-1,0.639,0.000,0.639,0.000,0,0,0
20.73,0.415,1.589,-0.277,359.984,114.668,353.000,0.040,1.432,-0.046,11.556,304.566,1.652,Finding,0,-1,0.639,0.000,0.639,0.000,0,0,0
31.13,0.415,1.589,-0.278,359.979,114.663,353.017,0.040,1.432,-0.046,11.565,304.552,1.658,Finding,0,-1,0.639,0.000,0.639,0.000,0,0,0
42.33,0.415,1.589,-0.277,359.974,114.663,353.041,0.040,1.432,-0.046,11.574,304.547,1.652,Finding,0,-1,0.639,0.000,0.639,0.000,0,0,0
53.57,0.415,1.589,-0.277,359.951,114.683,353.045,0.040,1.432,-0.046,11.562,304.553,1.652,Finding,0,-1,0.640,0.000,0.639,0.000,0,0,0
64.68,0.415,1.589,-0.277,359.945,114.687,353.033,0.040,1.432,-0.046,11.556,304.571,1.653,Finding,0,-1,0.640,0.000,0.639,0.000,0,0,0
75.85,0.415,1.589,-0.277,359.935,114.696,353.036,0.040,1.432,-0.046,11.569,304.557,1.648,Finding,0,-1,0.640,0.000,0.639,0.000,0,0,0
86.94,0.415,1.589,-0.277,359.924,114.717,353.051,0.040,1.432,-0.046,11.565,304.543,1.647,Finding,0,-1,0.640,0.000,0.639,0.000,0,0,0
98.10,0.415,1.589,-0.277,359.892,114.737,353.036,0.040,1.432,-0.046,11.548,304.550,1.647,Finding,0,-1,0.640,0.000,0.640,0.000,0,0,0
109.58,0.415,1.589,-0.277,359.897,114.741,353.028,0.040,1.432,-0.046,11.555,304.557,1.641,Finding,0,-1,0.640,0.000,0.640,0.000,0,0,0
120.51,0.414,1.589,-0.277,359.906,114.763,353.018,0.040,1.432,-0.046,11.565,304.553,1.643,Finding,0,-1,0.640,0.000,0.640,0.000,0,0,0
131.66,0.414,1.589,-0.277,359.888,114.781,353.001,0.040,1.432,-0.046,11.564,304.555,1.639,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
142.80,0.414,1.589,-0.277,359.877,114.789,352.981,0.040,1.432,-0.046,11.551,304.540,1.639,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
153.92,0.414,1.589,-0.277,359.871,114.796,352.979,0.040,1.432,-0.046,11.549,304.537,1.633,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
165.29,0.414,1.590,-0.277,359.869,114.811,352.978,0.040,1.432,-0.046,11.564,304.546,1.629,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
176.25,0.414,1.590,-0.277,359.873,114.827,352.985,0.040,1.432,-0.046,11.566,304.547,1.625,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
187.42,0.414,1.590,-0.277,359.879,114.832,352.983,0.040,1.432,-0.046,11.560,304.546,1.625,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
198.79,0.413,1.590,-0.277,359.861,114.832,353.000,0.040,1.432,-0.046,11.559,304.540,1.621,Finding,0,-1,0.641,0.000,0.640,0.000,0,0,0
209.77,0.413,1.590,-0.277,359.840,114.828,353.021,0.040,1.432,-0.046,11.581,304.540,1.620,Finding,0,-1,0.642,0.000,0.640,0.000,0,0,0
220.99,0.413,1.590,-0.277,359.813,114.819,353.057,0.040,1.432,-0.046,11.558,304.532,1.618,Finding,0,-1,0.642,0.000,0.640,0.000,0,0,0
232.18,0.413,1.590,-0.277,359.784,114.806,353.083,0.040,1.432,-0.046,11.546,304.522,1.613,Finding,0,-1,0.642,0.000,0.640,0.000,0,0,0
243.47,0.413,1.590,-0.277,359.765,114.791,353.084,0.040,1.432,-0.046,11.566,304.515,1.615,Finding,0,-1,0.642,0.000,0.640,0.000,0,0,0
254.87,0.413,1.590,-0.277,359.726,114.784,353.081,0.040,1.432,-0.046,11.566,304.511,1.611,Finding,0,-1,0.642,0.000,0.640,0.000,0,0,0
265.82,0.413,1.590,-0.276,359.684,114.777,353.037,0.040,1.432,-0.046,11.553,304.518,1.612,Finding,0,-1,0.643,0.000,0.640,0.000,0,0,0
276.99,0.413,1.591,-0.276,359.659,114.771,352.949,0.040,1.432,-0.046,11.557,304.506,1.608,Finding,0,-1,0.643,0.000,0.640,0.000,0,0,0
288.12,0.413,1.591,-0.276,359.614,114.774,352.844,0.040,1.433,-0.046,11.548,304.484,1.602,Finding,0,-1,0.643,0.000,0.641,0.000,0,0,0
299.15,0.413,1.591,-0.276,359.551,114.777,352.747,0.040,1.433,-0.046,11.514,304.475,1.603,Finding,0,-1,0.644,0.000,0.641,0.000,0,0,0
310.52,0.414,1.591,-0.275,359.501,114.758,352.673,0.041,1.433,-0.047,11.499,304.461,1.596,Finding,0,-1,0.644,0.000,0.641,0.000,0,0,0
321.53,0.414,1.591,-0.275,359.458,114.733,352.618,0.041,1.433,-0.047,11.503,304.441,1.591,Finding,0,-1,0.644,0.000,0.641,0.000,0,0,0
332.74,0.414,1.591,-0.274,359.409,114.705,352.570,0.041,1.433,-0.047,11.491,304.432,1.595,Finding,0,-1,0.645,0.000,0.641,0.000,0,0,0
343.88,0.414,1.591,-0.274,359.364,114.653,352.562,0.041,1.433,-0.047,11.471,304.414,1.582,Finding,0,-1,0.645,0.000,0.641,0.000,0,0,0
355.00,0.414,1.592,-0.274,359.319,114.599,352.584,0.041,1.433,-0.047,11.438,304.393,1.576,Finding,0,-1,0.646,0.000,0.641,0.000,0,0,0
366.26,0.415,1.592,-0.273,359.286,114.522,352.651,0.041,1.433,-0.047,11.452,304.385,1.571,Finding,0,-1,0.647,0.000,0.641,0.000,0,0,0
377.51,0.415,1.592,-0.273,359.262,114.437,352.738,0.041,1.433,-0.047,11.447,304.383,1.569,Finding,0,-1,0.647,0.000,0.642,0.000,0,0,0
388.70,0.415,1.591,-0.272,359.269,114.341,352.870,0.041,1.433,-0.047,11.422,304.374,1.568,Finding,0,-1,0.648,0.000,0.642,0.000,0,0,0
399.87,0.416,1.591,-0.272,359.287,114.238,353.009,0.041,1.433,-0.047,11.432,304.358,1.562,Finding,0,-1,0.648,0.105,0.642,0.000,0,0,0
411.22,0.416,1.591,-0.272,359.347,114.122,353.197,0.041,1.433,-0.047,11.439,304.349,1.552,Finding,0,-1,0.649,0.234,0.642,0.000,0,0,0
422.58,0.417,1.591,-0.271,359.437,113.996,353.383,0.041,1.433,-0.047,11.446,304.360,1.550,Finding,0,-1,0.649,0.388,0.642,0.000,0,0,0
433.87,0.417,1.591,-0.271,359.524,113.882,353.565,0.041,1.433,-0.046,11.452,304.386,1.554,Finding,0,-1,0.650,0.530,0.642,0.000,0,0,0
445.02,0.417,1.591,-0.270,359.642,113.748,353.768,0.041,1.432,-0.046,11.481,304.411,1.554,Finding,0,-1,0.650,0.708,0.642,0.000,0,0,0
456.24,0.417,1.591,-0.270,359.766,113.599,353.972,0.041,1.432,-0.046,11.483,304.429,1.547,Finding,0,-1,0.651,0.902,0.643,0.000,0,0,0
467.45,0.418,1.590,-0.270,359.875,113.447,354.135,0.041,1.432,-0.046,11.492,304.465,1.550,Finding,0,-1,0.651,1.090,0.643,0.000,0,0,0
478.71,0.418,1.590,-0.270,0.003,113.297,354.289,0.040,1.432,-0.046,11.518,304.504,1.555,Finding,0,-1,0.651,1.288,0.643,0.000,0,0,0
489.78,0.418,1.590,-0.269,0.132,113.135,354.408,0.041,1.432,-0.046,11.508,304.510,1.563,Finding,0,-1,0.652,1.494,0.643,0.000,0,0,0
500.83,0.418,1.590,-0.269,0.273,112.989,354.512,0.040,1.432,-0.045,11.494,304.515,1.566,Finding,0,-1,0.652,1.696,0.643,0.000,0,0,0
512.12,0.418,1.590,-0.269,0.403,112.822,354.610,0.040,1.432,-0.045,11.497,304.531,1.584,Finding,0,-1,0.652,1.907,0.643,0.000,0,0,0
523.46,0.418,1.590,-0.268,0.518,112.628,354.736,0.040,1.432,-0.045,11.514,304.574,1.593,Finding,0,-1,0.653,2.132,0.643,0.000,0,0,0
534.07,0.418,1.590,-0.268,0.589,112.412,354.850,0.040,1.432,-0.045,11.514,304.615,1.600,Finding,0,-1,0.653,2.357,0.644,0.000,0,0,0
545.25,0.418,1.590,-0.267,0.621,112.163,354.977,0.040,1.432,-0.045,11.514,304.628,1.616,Finding,0,-1,0.654,2.607,0.644,0.000,0,0,0
556.40,0.418,1.590,-0.267,0.602,111.848,355.091,0.040,1.432,-0.045,11.523,304.649,1.622,Finding,0,-1,0.654,2.923,0.644,0.000,0,0,0
567.57,0.418,1.590,-0.267,0.563,111.501,355.211,0.040,1.432,-0.045,11.537,304.684,1.637,Finding,0,-1,0.654,3.272,0.644,0.000,0,0,0
578.72,0.418,1.590,-0.266,0.501,111.064,355.334,0.040,1.432,-0.045,11.556,304.723,1.650,Finding,0,-1,0.655,3.712,0.644,0.000,0,0,0
589.79,0.418,1.590,-0.266,0.421,110.577,355.427,0.040,1.432,-0.045,11.561,304.746,1.670,Finding,0,-1,0.656,4.206,0.644,0.000,0,0,0
601.13,0.418,1.590,-0.265,0.340,110.012,355.511,0.040,1.432,-0.045,11.573,304.757,1.680,Finding,0,-1,0.656,4.777,0.644,0.000,0,0,0
612.25,0.419,1.590,-0.264,0.268,109.356,355.612,0.040,1.432,-0.044,11.593,304.789,1.694,Finding,0,-1,0.657,5.437,0.644,0.000,0,0,0
623.57,0.419,1.590,-0.264,0.183,108.635,355.711,0.040,1.432,-0.044,11.607,304.841,1.712,Finding,0,-1,0.658,6.163,0.645,0.000,0,0,0
634.53,0.419,1.591,-0.263,0.090,107.783,355.774,0.040,1.432,-0.044,11.603,304.862,1.710,Finding,0,-1,0.659,7.019,0.645,0.000,0,0,0
645.74,0.419,1.591,-0.262,359.969,106.789,355.811,0.040,1.432,-0.044,11.623,304.877,1.720,Finding,0,-1,0.660,8.020,0.645,0.000,0,0,0
656.93,0.419,1.591,-0.261,359.835,105.752,355.871,0.040,1.432,-0.044,11.631,304.905,1.722,Finding,0,-1,0.661,9.067,0.645,0.000,0,0,0
668.02,0.420,1.592,-0.259,359.672,104.520,355.942,0.040,1.432,-0.044,11.637,304.928,1.729,Finding,0,-1,0.662,10.309,0.645,0.000,0,0,0
679.43,0.420,1.592,-0.258,359.493,103.254,356.035,0.040,1.432,-0.044,11.639,304.927,1.730,Finding,0,-1,0.664,11.588,0.645,0.000,0,0,0
690.35,0.420,1.592,-0.256,359.290,101.832,356.112,0.040,1.431,-0.044,11.644,304.908,1.722,Finding,0,-1,0.666,13.024,0.645,0.000,0,0,0
701.52,0.421,1.593,-0.255,359.080,100.386,356.164,0.040,1.431,-0.044,11.618,304.891,1.729,Finding,0,-1,0.667,14.484,0.646,0.000,0,0,0
712.90,0.421,1.593,-0.253,358.860,98.920,356.198,0.040,1.432,-0.044,11.622,304.896,1.732,Finding,0,-1,0.669,15.967,0.646,0.000,0,0,0
723.93,0.422,1.594,-0.251,358.629,97.413,356.212,0.040,1.432,-0.045,11.632,304.857,1.739,Finding,0,-1,0.671,17.491,0.646,0.000,0,0,0
735.14,0.422,1.594,-0.249,358.399,95.932,356.251,0.040,1.432,-0.045,11.593,304.763,1.728,Finding,0,-1,0.673,18.989,0.647,0.000,0,0,0
746.24,0.422,1.594,-0.247,358.163,94.427,356.319,0.039,1.432,-0.045,11.613,304.719,1.724,Finding,0,-1,0.675,20.512,0.647,0.000,0,0,0
757.40,0.422,1.595,-0.245,357.947,92.951,356.448,0.039,1.432,-0.045,11.627,304.780,1.730,Finding,0,-1,0.677,22.003,0.647,0.000,0,0,0
768.65,0.422,1.595,-0.243,357.749,91.549,356.574,0.039,1.432,-0.046,11.576,304.825,1.737,Finding,0,-1,0.679,23.418,0.647,0.000,0,0,0
779.78,0.422,1.596,-0.242,357.515,90.245,356.675,0.039,1.432,-0.046,11.556,304.794,1.764,Finding,0,-1,0.681,24.742,0.648,0.000,0,0,0
791.13,0.422,1.596,-0.240,357.257,89.025,356.733,0.039,1.432,-0.046,11.594,304.698,1.755,Finding,0,-1,0.682,25.987,0.648,0.103,0,0,0
802.03,0.422,1.596,-0.238,356.985,87.951,356.701,0.039,1.432,-0.047,11.604,304.606,1.728,Finding,0,-1,0.684,27.094,0.649,0.103,0,0,0
813.25,0.422,1.597,-0.237,356.732,86.994,356.666,0.039,1.432,-0.047,11.527,304.577,1.720,Finding,0,-1,0.685,28.082,0.649,0.103,0,0,0
824.53,0.422,1.597,-0.236,356.485,86.117,356.651,0.038,1.432,-0.048,11.535,304.622,1.752,Finding,0,-1,0.687,28.991,0.650,0.103,0,0,0
835.70,0.422,1.597,-0.235,356.274,85.428,356.673,0.038,1.432,-0.049,11.636,304.490,1.762,Finding,0,-1,0.688,29.711,0.651,0.267,0,0,0
846.86,0.422,1.598,-0.234,356.059,84.811,356.722,0.037,1.432,-0.050,11.567,304.196,1.738,Finding,0,-1,0.689,30.362,0.652,0.563,0,0,0
858.00,0.421,1.598,-0.234,355.856,84.404,356.821,0.037,1.432,-0.051,11.495,303.995,1.711,Finding,0,-1,0.689,30.816,0.654,0.773,0,0,0
869.21,0.421,1.598,-0.233,355.685,84.063,356.945,0.036,1.432,-0.052,11.576,304.002,1.727,Finding,0,-1,0.690,31.197,0.655,0.773,0,0,0
880.03,0.421,1.598,-0.233,355.559,83.840,357.076,0.035,1.432,-0.053,11.640,303.980,1.775,Finding,0,-1,0.690,31.451,0.656,0.773,0,0,0
891.21,0.421,1.598,-0.233,355.501,83.755,357.182,0.034,1.432,-0.055,11.625,303.732,1.757,Finding,0,-1,0.690,31.552,0.658,1.015,0,0,0
902.37,0.421,1.598,-0.233,355.446,83.676,357.255,0.033,1.432,-0.056,11.593,303.389,1.718,Finding,0,-1,0.690,31.552,0.660,1.352,0,0,0
913.60,0.421,1.598,-0.233,355.448,83.711,357.287,0.032,1.432,-0.058,11.557,303.071,1.710,Finding,0,-1,0.690,31.552,0.662,1.665,0,0,0
924.95,0.421,1.598,-0.233,355.467,83.735,357.294,0.031,1.432,-0.060,11.616,302.960,1.741,Finding,0,-1,0.691,31.552,0.664,1.790,0,0,0
936.10,0.421,1.598,-0.234,355.540,83.863,357.277,0.030,1.432,-0.062,11.669,302.775,1.756,Finding,0,-1,0.691,31.699,0.666,1.978,0,0,0
947.09,0.421,1.597,-0.234,355.641,84.030,357.223,0.028,1.432,-0.064,11.618,302.349,1.723,Finding,0,-1,0.692,31.894,0.669,2.398,0,0,0
958.45,0.421,1.597,-0.235,355.765,84.166,357.180,0.027,1.432,-0.066,11.558,301.992,1.679,Finding,0,-1,0.692,32.077,0.671,2.752,0,0,0
969.40,0.421,1.597,-0.235,355.921,84.345,357.097,0.025,1.432,-0.069,11.636,301.691,1.699,Finding,0,-1,0.693,32.315,0.675,3.056,0,0,0
980.55,0.421,1.597,-0.236,356.062,84.481,357.005,0.024,1.432,-0.071,11.722,301.358,1.680,Finding,0,-1,0.693,32.510,0.677,3.393,0,0,0
993.16,0.421,1.596,-0.236,356.191,84.615,356.918,0.022,1.432,-0.074,11.639,300.989,1.676,Finding,0,-1,0.694,32.696,0.680,3.763,0,0,0
1002.92,0.421,1.596,-0.237,356.311,84.730,356.811,0.021,1.432,-0.077,11.563,300.588,1.673,Finding,0,-1,0.694,32.861,0.684,4.164,0,0,0
1014.18,0.421,1.596,-0.237,356.410,84.826,356.712,0.019,1.432,-0.079,11.653,300.156,1.626,Finding,0,-1,0.695,33.000,0.687,4.596,0,0,0
1025.15,0.421,1.596,-0.238,356.524,84.865,356.582,0.018,1.432,-0.082,11.725,299.734,1.610,Finding,0,-1,0.696,33.120,0.690,5.017,0,0,0
1036.53,0.421,1.595,-0.238,356.652,84.907,356.472,0.016,1.432,-0.085,11.614,299.366,1.610,Finding,0,-1,0.696,33.256,0.694,5.393,0,0,0
1047.75,0.422,1.595,-0.238,356.786,84.913,356.397,0.014,1.432,-0.088,11.614,298.913,1.577,Finding,0,-1,0.697,33.388,0.697,5.837,0,0,0
1059.92,0.421,1.595,-0.239,356.899,84.890,356.368,0.013,1.432,-0.092,11.715,298.456,1.560,Finding,0,-1,0.697,33.504,0.701,6.295,0,0,0
1069.96,0.422,1.595,-0.239,356.972,84.881,356.346,0.011,1.432,-0.095,11.654,298.015,1.557,Finding,0,-1,0.698,33.504,0.704,6.732,0,0,0
1081.00,0.421,1.594,-0.240,356.992,84.835,356.328,0.009,1.432,-0.098,11.615,297.527,1.519,Finding,0,-1,0.698,33.504,0.708,7.211,0,0,0
1092.38,0.421,1.594,-0.240,356.995,84.776,356.308,0.008,1.432,-0.101,11.656,297.058,1.480,Finding,0,-1,0.699,33.504,0.712,7.672,0,0,0
1103.46,0.422,1.594,-0.240,356.975,84.720,356.314,0.006,1.432,-0.105,11.725,296.612,1.459,Finding,0,-1,0.699,33.504,0.716,8.114,0,0,0
1114.65,0.422,1.594,-0.241,356.924,84.633,356.340,0.004,1.432,-0.108,11.696,296.195,1.453,Finding,0,-1,0.699,33.605,0.720,8.524,0,0,0
1125.84,0.422,1.594,-0.241,356.904,84.536,356.366,0.003,1.432,-0.112,11.673,295.713,1.468,Finding,0,-1,0.700,33.605,0.723,8.997,0,0,0
1136.92,0.422,1.594,-0.242,356.895,84.443,356.384,0.001,1.432,-0.116,11.696,295.176,1.451,Finding,0,-1,0.700,33.605,0.727,9.522,0,0,0
1148.22,0.422,1.594,-0.242,356.899,84.355,356.359,-0.001,1.432,-0.119,11.728,294.731,1.420,Finding,0,-1,0.700,33.605,0.731,9.959,0,0,0
1159.35,0.422,1.594,-0.243,356.925,84.279,356.334,-0.002,1.432,-0.123,11.699,294.357,1.438,Finding,0,-1,0.701,33.605,0.735,10.326,0,0,0
1170.49,0.422,1.594,-0.243,356.983,84.221,356.304,-0.003,1.432,-0.127,11.679,293.881,1.429,Finding,0,-1,0.701,33.605,0.739,10.793,0,0,0
1181.59,0.421,1.594,-0.244,357.038,84.170,356.278,-0.005,1.432,-0.130,11.685,293.362,1.413,Finding,0,-1,0.702,33.605,0.743,11.300,0,0,0
1192.79,0.421,1.594,-0.244,357.116,84.144,356.236,-0.006,1.432,-0.134,11.651,292.884,1.417,Finding,0,-1,0.703,33.605,0.747,11.770,0,0,0
1203.96,0.421,1.594,-0.245,357.188,84.135,356.173,-0.008,1.432,-0.138,11.634,292.515,1.431,Finding,0,-1,0.703,33.605,0.751,12.131,0,0,0
1215.20,0.421,1.593,-0.245,357.260,84.164,356.117,-0.009,1.432,-0.142,11.619,292.066,1.406,Finding,0,-1,0.704,33.605,0.755,12.571,0,0,0
1226.23,0.421,1.593,-0.246,357.328,84.204,356.052,-0.010,1.432,-0.145,11.630,291.543,1.383,Finding,0,-1,0.705,33.605,0.759,13.083,0,0,0
1237.57,0.421,1.593,-0.247,357.386,84.247,356.011,-0.011,1.432,-0.149,11.526,291.148,1.407,Finding,0,-1,0.706,33.605,0.763,13.484,0,0,0
1248.92,0.421,1.593,-0.248,357.446,84.341,355.985,-0.013,1.432,-0.153,11.556,290.732,1.402,Finding,0,-1,0.706,33.716,0.767,13.893,0,0,0
1260.27,0.421,1.593,-0.249,357.510,84.411,355.972,-0.014,1.432,-0.156,11.611,290.267,1.389,Finding,0,-1,0.707,33.716,0.770,14.351,0,0,0
1271.48,0.420,1.593,-0.249,357.566,84.504,355.967,-0.015,1.432,-0.160,11.594,289.797,1.382,Finding,0,-1,0.708,33.823,0.774,14.812,0,0,0
1282.87,0.420,1.593,-0.250,357.592,84.588,355.978,-0.016,1.432,-0.163,11.540,289.410,1.378,Finding,0,-1,0.709,33.823,0.778,15.194,0,0,0
1294.20,0.420,1.593,-0.251,357.630,84.647,355.995,-0.017,1.433,-0.166,11.575,289.061,1.377,Finding,0,-1,0.710,33.823,0.781,15.537,0,0,0
1305.23,0.420,1.593,-0.252,357.675,84.710,356.053,-0.017,1.433,-0.169,11.627,288.651,1.393,Finding,0,-1,0.711,33.823,0.785,15.941,0,0,0
1316.37,0.420,1.593,-0.253,357.709,84.758,356.103,-0.018,1.433,-0.172,11.565,288.290,1.385,Finding,0,-1,0.712,33.823,0.788,16.301,0,0,0
1327.80,0.419,1.593,-0.254,357.736,84.792,356.151,-0.019,1.433,-0.175,11.515,287.913,1.385,Finding,0,-1,0.713,33.823,0.791,16.674,0,0,0
1338.71,0.419,1.593,-0.255,357.739,84.805,356.189,-0.020,1.433,-0.178,11.557,287.560,1.391,Finding,0,-1,0.714,33.823,0.794,17.021,0,0,0
1349.90,0.419,1.593,-0.256,357.764,84.811,356.204,-0.020,1.433,-0.181,11.601,287.246,1.393,Finding,0,-1,0.715,33.823,0.796,17.332,0,0,0
1361.15,0.419,1.593,-0.256,357.785,84.796,356.237,-0.021,1.433,-0.184,11.545,286.951,1.396,Finding,0,-1,0.715,33.823,0.799,17.626,0,0,0
1372.26,0.418,1.593,-0.257,357.798,84.771,356.264,-0.022,1.433,-0.186,11.538,286.613,1.404,Finding,0,-1,0.716,33.823,0.802,17.956,0,0,0
1383.65,0.418,1.593,-0.258,357.793,84.739,356.311,-0.023,1.433,-0.189,11.599,286.289,1.400,Finding,0,-1,0.717,33.823,0.805,18.280,0,0,0
1394.68,0.418,1.593,-0.259,357.766,84.659,356.385,-0.023,1.433,-0.191,11.523,286.020,1.378,Finding,0,-1,0.718,33.823,0.807,18.554,0,0,0
1405.92,0.417,1.593,-0.260,357.761,84.580,356.464,-0.024,1.433,-0.194,11.516,285.728,1.401,Finding,0,-1,0.719,33.823,0.809,18.840,0,0,0
1417.06,0.417,1.593,-0.260,357.750,84.487,356.515,-0.024,1.433,-0.196,11.533,285.424,1.390,Finding,0,-1,0.720,33.823,0.812,19.137,0,0,0
1428.30,0.416,1.593,-0.261,357.739,84.380,356.571,-0.025,1.433,-0.198,11.606,285.188,1.427,Finding,0,-1,0.721,33.930,0.814,19.379,0,0,0
1439.64,0.416,1.593,-0.262,357.730,84.269,356.599,-0.025,1.433,-0.201,11.592,284.941,1.468,Finding,0,-1,0.721,34.040,0.817,19.621,0,0,0
1450.58,0.416,1.593,-0.263,357.700,84.154,356.626,-0.026,1.433,-0.203,11.575,284.684,1.468,Finding,0,-1,0.722,34.157,0.819,19.873,0,0,0
1461.78,0.415,1.593,-0.263,357.656,84.025,356.646,-0.026,1.433,-0.205,11.568,284.416,1.485,Finding,0,-1,0.723,34.292,0.821,20.134,0,0,0
1472.98,0.414,1.593,-0.264,357.604,83.901,356.689,-0.027,1.433,-0.207,11.592,284.175,1.484,Finding,0,-1,0.724,34.428,0.824,20.370,0,0,0
1484.19,0.412,1.593,-0.264,357.528,83.767,356.732,-0.030,1.433,-0.209,11.586,283.950,1.491,Finding,0,-1,0.727,34.582,0.826,20.591,0,0,0
1495.69,0.408,1.593,-0.264,357.472,83.639,356.785,-0.034,1.433,-0.210,11.603,283.692,1.484,Finding,0,-1,0.730,34.722,0.830,20.844,0,0,0
1506.65,0.403,1.593,-0.263,357.413,83.505,356.824,-0.039,1.433,-0.211,11.604,283.453,1.503,Finding,0,-1,0.736,34.866,0.836,21.078,0,0,0
1517.68,0.395,1.593,-0.262,357.374,83.372,356.849,-0.047,1.433,-0.211,11.611,283.252,1.507,Finding,0,-1,0.743,35.005,0.843,21.273,0,0,0
1528.84,0.386,1.593,-0.260,357.341,83.245,356.872,-0.056,1.432,-0.210,11.583,283.072,1.528,Finding,0,-1,0.753,35.136,0.853,21.451,0,0,0
1540.12,0.374,1.593,-0.258,357.301,83.124,356.890,-0.068,1.432,-0.209,11.586,282.847,1.522,Finding,0,-1,0.765,35.264,0.865,21.671,0,0,0
1551.37,0.360,1.593,-0.256,357.256,83.013,356.905,-0.081,1.432,-0.207,11.581,282.655,1.522,Finding,0,-1,0.779,35.383,0.879,21.859,0,0,0
1562.39,0.344,1.593,-0.253,357.210,82.890,356.919,-0.097,1.432,-0.205,11.544,282.499,1.545,Finding,0,-1,0.795,35.513,0.894,22.017,0,0,0
1573.55,0.327,1.593,-0.249,357.157,82.777,356.933,-0.114,1.432,-0.202,11.577,282.363,1.548,Finding,0,-1,0.813,35.638,0.911,22.153,0,0,0
1584.73,0.309,1.593,-0.245,357.097,82.661,356.959,-0.132,1.432,-0.199,11.580,282.260,1.565,Finding,0,-1,0.832,35.769,0.930,22.256,0,0,0
1595.86,0.289,1.593,-0.241,357.035,82.550,356.985,-0.152,1.432,-0.196,11.561,282.154,1.577,Finding,0,-1,0.852,35.896,0.949,22.360,0,0,0
1607.05,0.269,1.593,-0.237,356.986,82.451,357.019,-0.172,1.432,-0.192,11.549,282.037,1.598,Finding,0,-1,0.872,36.004,0.970,22.474,0,0,0
1618.25,0.247,1.593,-0.233,356.923,82.344,357.056,-0.193,1.432,-0.188,11.573,281.949,1.603,Finding,0,-1,0.894,36.126,0.991,22.474,0,0,0
1629.45,0.226,1.593,-0.229,356.854,82.250,357.088,-0.214,1.432,-0.183,11.566,281.909,1.614,Finding,0,-1,0.916,36.243,1.013,22.474,0,0,0
1640.63,0.203,1.593,-0.224,356.773,82.162,357.113,-0.236,1.431,-0.179,11.561,281.864,1.644,Finding,0,-1,0.939,36.360,1.036,22.474,0,0,0
1651.76,0.180,1.593,-0.219,356.700,82.071,357.138,-0.259,1.431,-0.174,11.579,281.822,1.654,Finding,0,-1,0.962,36.475,1.059,22.474,0,0,0
1662.99,0.157,1.593,-0.215,356.651,81.997,357.146,-0.282,1.431,-0.169,11.561,281.806,1.676,Finding,0,-1,0.986,36.475,1.083,22.474,0,0,0
1673.80,0.134,1.593,-0.210,356.599,81.918,357.157,-0.306,1.431,-0.164,11.557,281.763,1.658,Finding,0,-1,1.010,36.475,1.107,22.474,0,0,0
1685.04,0.110,1.593,-0.205,356.530,81.864,357.155,-0.329,1.431,-0.159,11.572,281.800,1.670,Finding,0,-1,1.035,36.475,1.131,22.474,0,0,0
1696.29,0.086,1.593,-0.200,356.453,81.799,357.143,-0.353,1.431,-0.153,11.570,281.819,1.673,Finding,0,-1,1.059,36.576,1.155,22.474,0,0,0
1707.36,0.061,1.593,-0.195,356.392,81.766,357.150,-0.377,1.430,-0.148,11.549,281.835,1.680,Finding,0,-1,1.084,36.576,1.180,22.474,0,0,0
1718.60,0.037,1.593,-0.190,356.337,81.729,357.146,-0.401,1.430,-0.142,11.558,281.889,1.677,Finding,0,-1,1.109,36.576,1.205,22.474,0,0,0
1729.84,0.012,1.593,-0.185,356.297,81.695,357.135,-0.426,1.430,-0.136,11.569,281.936,1.690,Finding,0,-1,1.134,36.576,1.230,22.474,0,0,0
1741.10,-0.012,1.593,-0.180,356.250,81.679,357.124,-0.450,1.430,-0.130,11.562,282.025,1.680,Finding,0,-1,1.159,36.576,1.255,22.474,0,0,0
1752.42,-0.037,1.593,-0.175,356.193,81.662,357.104,-0.475,1.430,-0.124,11.572,282.096,1.681,Finding,0,-1,1.184,36.576,1.281,22.474,0,0,0
1763.28,-0.062,1.593,-0.170,356.130,81.678,357.085,-0.499,1.430,-0.119,11.572,282.145,1.696,Finding,0,-1,1.210,36.576,1.306,22.474,0,0,0
1775.00,-0.087,1.592,-0.165,356.064,81.690,357.053,-0.524,1.430,-0.113,11.583,282.096,1.674,Finding,0,-1,1.235,36.576,1.331,22.474,0,0,0
1785.71,-0.112,1.592,-0.160,356.003,81.716,357.026,-0.548,1.429,-0.107,11.555,282.157,1.673,Finding,0,-1,1.260,36.576,1.356,22.474,0,0,0
