Time,Head_X,Head_Y,Head_Z,Head_A,Head_B,Head_C,Body_X,Body_Y,Body_Z,Body_A,Body_B,Body_C,Event,Event_ID,Target_ID,Total_Head_Distance,Total_Head_Rotation,Total_Body_Distance,Total_Body_Rotation,Total_Balls,Total_Visits,Total_Revisits
24136.17,2.600,1.788,1.081,324.988,104.979,355.140,2.208,1.546,1.180,10.006,288.086,1.363,Finding,0,-1,20.470,635.132,20.440,249.058,0,0,0
24147.40,2.602,1.787,1.080,325.453,104.828,355.148,2.208,1.546,1.179,9.974,287.950,1.360,Finding,0,-1,20.472,635.614,20.441,249.195,0,0,0
24158.68,2.605,1.787,1.079,325.906,104.682,355.151,2.208,1.547,1.177,10.011,287.714,1.349,Finding,0,-1,20.474,636.082,20.442,249.430,0,0,0
24169.80,2.607,1.786,1.078,326.376,104.572,355.129,2.208,1.547,1.176,9.929,287.608,1.355,Finding,0,-1,20.477,636.562,20.444,249.563,0,0,0
24181.04,2.609,1.786,1.077,326.780,104.493,355.100,2.208,1.547,1.175,9.844,287.487,1.358,Finding,0,-1,20.479,636.970,20.445,249.708,0,0,0
24192.46,2.611,1.786,1.076,327.110,104.430,355.064,2.208,1.547,1.174,9.837,287.361,1.364,Finding,0,-1,20.482,637.304,20.446,249.830,0,0,0
24203.52,2.614,1.786,1.075,327.391,104.383,355.004,2.207,1.547,1.173,9.852,287.222,1.380,Finding,0,-1,20.484,637.588,20.447,249.967,0,0,0
24214.71,2.616,1.786,1.074,327.651,104.307,355.028,2.207,1.547,1.173,9.828,287.114,1.387,Finding,0,-1,20.486,637.857,20.447,250.076,0,0,0
24225.81,2.618,1.786,1.074,327.869,104.217,355.118,2.205,1.546,1.173,9.906,287.173,1.390,Finding,0,-1,20.489,638.087,20.449,250.076,0,0,0
24237.06,2.621,1.785,1.073,327.986,104.096,355.296,2.204,1.545,1.174,10.105,287.280,1.417,Finding,0,-1,20.491,638.242,20.450,250.300,0,0,0
24248.28,2.623,1.785,1.072,328.057,103.980,355.472,2.203,1.545,1.174,10.139,287.369,1.440,Finding,0,-1,20.494,638.364,20.451,250.300,0,0,0
24259.48,2.625,1.784,1.071,328.112,103.900,355.611,2.201,1.544,1.175,10.181,287.513,1.497,Finding,0,-1,20.497,638.364,20.453,250.448,0,0,0
24270.55,2.628,1.784,1.070,328.192,103.845,355.749,2.200,1.543,1.175,10.448,287.394,1.514,Finding,0,-1,20.499,638.364,20.455,250.740,0,0,0
24281.68,2.630,1.783,1.069,328.255,103.833,355.854,2.198,1.543,1.176,10.644,287.323,1.500,Finding,0,-1,20.502,638.364,20.457,250.947,0,0,0
24292.97,2.632,1.782,1.069,328.406,103.823,355.915,2.197,1.542,1.176,10.642,287.507,1.498,Finding,0,-1,20.504,638.513,20.458,251.128,0,0,0
24304.28,2.635,1.781,1.068,328.630,103.811,355.976,2.197,1.542,1.177,10.791,287.611,1.484,Finding,0,-1,20.507,638.737,20.459,251.308,0,0,0
24315.20,2.637,1.780,1.067,328.926,103.786,356.014,2.197,1.541,1.177,10.870,287.541,1.462,Finding,0,-1,20.510,639.033,20.459,251.412,0,0,0
24326.68,2.639,1.778,1.067,329.324,103.774,356.063,2.197,1.541,1.177,10.850,287.420,1.412,Finding,0,-1,20.513,639.432,20.460,251.533,0,0,0
24337.49,2.642,1.777,1.066,329.906,103.708,356.162,2.197,1.541,1.177,10.863,287.565,1.448,Finding,0,-1,20.516,640.016,20.460,251.675,0,0,0
24348.63,2.644,1.775,1.066,330.676,103.641,356.323,2.197,1.541,1.176,10.871,287.511,1.520,Finding,0,-1,20.519,640.788,20.461,251.675,0,0,0
24359.86,2.647,1.773,1.065,331.549,103.540,356.534,2.197,1.542,1.176,10.782,287.372,1.579,Finding,0,-1,20.522,641.666,20.461,251.837,0,0,0
24371.02,2.649,1.771,1.064,332.588,103.398,356.781,2.198,1.542,1.176,10.653,287.306,1.574,Finding,0,-1,20.525,642.712,20.461,251.979,0,0,0
24382.31,2.651,1.770,1.064,333.598,103.273,356.967,2.198,1.542,1.176,10.730,287.324,1.410,Finding,0,-1,20.527,643.728,20.462,251.979,0,0,0
24393.28,2.653,1.768,1.064,334.673,103.158,357.115,2.198,1.541,1.176,10.830,287.448,1.437,Finding,0,-1,20.530,644.808,20.462,252.137,0,0,0
24404.68,2.655,1.767,1.064,335.719,103.083,357.229,2.197,1.541,1.177,10.820,287.507,1.482,Finding,0,-1,20.533,645.856,20.463,252.137,0,0,0
24415.73,2.657,1.765,1.063,336.716,103.039,357.349,2.197,1.541,1.177,10.836,287.544,1.551,Finding,0,-1,20.535,646.854,20.463,252.137,0,0,0
24426.87,2.659,1.764,1.063,337.715,103.092,357.383,2.197,1.541,1.178,10.931,287.624,1.557,Finding,0,-1,20.537,647.854,20.464,252.260,0,0,0
24438.11,2.660,1.763,1.063,338.567,103.126,357.409,2.197,1.541,1.178,10.914,287.704,1.514,Finding,0,-1,20.539,648.706,20.464,252.260,0,0,0
24449.22,2.661,1.762,1.063,339.297,103.206,357.453,2.197,1.541,1.178,10.882,287.659,1.500,Finding,0,-1,20.540,649.441,20.464,252.260,0,0,0
24460.31,2.662,1.761,1.063,340.032,103.316,357.530,2.198,1.542,1.178,10.857,287.620,1.477,Finding,0,-1,20.542,650.183,20.465,252.260,0,0,0
24470.78,2.663,1.760,1.063,340.730,103.403,357.640,2.198,1.542,1.179,10.797,287.799,1.539,Finding,0,-1,20.543,650.885,20.465,252.446,0,0,0
24481.93,2.664,1.759,1.064,341.370,103.483,357.795,2.199,1.542,1.179,10.772,287.917,1.635,Finding,0,-1,20.545,651.530,20.466,252.565,0,0,0
24493.18,2.665,1.758,1.064,341.885,103.594,358.006,2.199,1.542,1.179,10.787,287.905,1.606,Finding,0,-1,20.546,652.055,20.466,252.565,0,0,0
24504.26,2.665,1.757,1.064,342.311,103.707,358.213,2.199,1.542,1.180,10.767,287.879,1.565,Finding,0,-1,20.547,652.494,20.467,252.565,0,0,0
24515.40,2.666,1.757,1.064,342.696,103.833,358.409,2.199,1.542,1.180,10.732,287.952,1.544,Finding,0,-1,20.548,652.897,20.467,252.565,0,0,0
24526.57,2.666,1.756,1.065,342.993,103.988,358.608,2.199,1.542,1.181,10.805,288.077,1.537,Finding,0,-1,20.548,653.228,20.468,252.706,0,0,0
24538.03,2.666,1.755,1.065,343.285,104.135,358.772,2.199,1.542,1.182,10.847,288.182,1.618,Finding,0,-1,20.549,653.553,20.469,252.818,0,0,0
24549.00,2.666,1.755,1.065,343.463,104.266,358.943,2.199,1.542,1.182,10.834,288.251,1.616,Finding,0,-1,20.550,653.770,20.469,252.818,0,0,0
24560.06,2.666,1.755,1.066,343.586,104.368,359.117,2.199,1.542,1.183,10.812,288.289,1.596,Finding,0,-1,20.550,653.927,20.470,252.818,0,0,0
24571.24,2.666,1.754,1.066,343.737,104.422,359.313,2.200,1.542,1.184,10.848,288.374,1.598,Finding,0,-1,20.551,654.087,20.471,252.818,0,0,0
24582.47,2.665,1.754,1.066,343.995,104.300,359.654,2.200,1.542,1.185,10.861,288.540,1.588,Finding,0,-1,20.551,654.369,20.472,252.981,0,0,0
24593.58,2.665,1.755,1.067,344.220,104.149,359.948,2.200,1.542,1.186,10.859,288.694,1.597,Finding,0,-1,20.552,654.637,20.473,253.132,0,0,0
24604.87,2.665,1.755,1.068,344.384,103.962,0.160,2.200,1.541,1.187,10.863,288.792,1.615,Finding,0,-1,20.553,654.879,20.474,253.132,0,0,0
24615.88,2.664,1.754,1.068,344.408,103.784,0.252,2.200,1.541,1.188,10.914,288.852,1.617,Finding,0,-1,20.554,655.052,20.475,253.132,0,0,0
24627.21,2.663,1.754,1.069,344.417,103.687,0.274,2.200,1.541,1.189,10.959,289.007,1.628,Finding,0,-1,20.554,655.052,20.477,253.291,0,0,0
24638.35,2.663,1.754,1.069,344.439,103.567,0.259,2.200,1.541,1.191,10.994,289.212,1.582,Finding,0,-1,20.555,655.169,20.478,253.496,0,0,0
24649.52,2.662,1.754,1.069,344.704,103.271,0.286,2.200,1.541,1.192,11.045,289.399,1.590,Finding,0,-1,20.556,655.557,20.479,253.686,0,0,0
24660.60,2.661,1.754,1.069,344.780,103.126,0.259,2.200,1.541,1.193,11.101,289.468,1.604,Finding,0,-1,20.556,655.716,20.480,253.686,0,0,0
24671.75,2.661,1.754,1.070,344.746,102.960,0.295,2.200,1.540,1.194,11.106,289.587,1.603,Finding,0,-1,20.557,655.879,20.482,253.803,0,0,0
24682.88,2.660,1.753,1.069,344.698,102.794,0.383,2.200,1.540,1.196,11.104,289.737,1.630,Finding,0,-1,20.558,656.044,20.483,253.949,0,0,0
24694.20,2.659,1.752,1.066,344.493,102.698,1.013,2.200,1.540,1.197,11.147,289.956,1.645,Finding,0,-1,20.562,656.268,20.484,254.168,0,0,0
24705.41,2.658,1.752,1.066,345.198,104.310,0.417,2.201,1.540,1.198,11.196,290.120,1.617,Finding,0,-1,20.563,657.976,20.486,254.333,0,0,0
24716.38,2.657,1.752,1.066,346.017,105.354,359.600,2.201,1.540,1.199,11.164,290.222,1.612,Finding,0,-1,20.564,659.278,20.487,254.438,0,0,0
24727.66,2.656,1.752,1.064,346.130,105.264,359.883,2.201,1.540,1.201,11.142,290.320,1.624,Finding,0,-1,20.566,659.420,20.488,254.438,0,0,0
24738.79,2.655,1.752,1.063,346.313,105.517,0.339,2.202,1.540,1.202,11.186,290.456,1.614,Finding,0,-1,20.568,659.726,20.489,254.578,0,0,0
24749.96,2.654,1.752,1.061,346.509,105.985,0.994,2.202,1.540,1.203,11.208,290.665,1.640,Finding,0,-1,20.570,660.222,20.491,254.782,0,0,0
24761.14,2.653,1.751,1.060,346.362,106.516,1.363,2.203,1.540,1.204,11.186,290.857,1.652,Finding,0,-1,20.572,660.758,20.492,254.970,0,0,0
24772.34,2.651,1.751,1.058,346.292,107.167,1.546,2.203,1.540,1.205,11.193,290.939,1.621,Finding,0,-1,20.574,661.395,20.493,254.970,0,0,0
24783.46,2.650,1.751,1.058,346.471,107.744,1.597,2.203,1.540,1.206,11.176,290.976,1.600,Finding,0,-1,20.575,661.983,20.494,254.970,0,0,0
24794.71,2.649,1.751,1.057,346.681,108.120,1.580,2.204,1.540,1.207,11.137,291.136,1.631,Finding,0,-1,20.577,662.406,20.495,255.132,0,0,0
24806.02,2.647,1.751,1.057,347.066,108.192,1.527,2.204,1.540,1.208,11.160,291.391,1.664,Finding,0,-1,20.578,662.797,20.496,255.384,0,0,0
24817.06,2.646,1.751,1.057,347.559,108.280,1.641,2.204,1.540,1.209,11.240,291.556,1.679,Finding,0,-1,20.580,663.296,20.497,255.566,0,0,0
24828.40,2.645,1.751,1.057,347.941,108.237,1.962,2.204,1.540,1.210,11.228,291.631,1.674,Finding,0,-1,20.581,663.680,20.498,255.566,0,0,0
24839.57,2.644,1.751,1.057,348.382,108.179,2.385,2.204,1.540,1.211,11.191,291.756,1.676,Finding,0,-1,20.582,664.125,20.499,255.693,0,0,0
24850.94,2.642,1.751,1.058,348.686,108.184,2.605,2.205,1.539,1.212,11.255,291.927,1.677,Finding,0,-1,20.584,664.429,20.500,255.872,0,0,0
24863.04,2.641,1.751,1.059,349.247,108.292,2.588,2.205,1.540,1.213,11.296,292.086,1.690,Finding,0,-1,20.585,665.000,20.501,256.033,0,0,0
24873.35,2.640,1.751,1.059,349.642,108.056,2.356,2.205,1.540,1.214,11.209,292.151,1.678,Finding,0,-1,20.586,665.458,20.502,256.139,0,0,0
24884.84,2.639,1.750,1.060,349.792,107.725,2.150,2.206,1.540,1.214,11.180,292.197,1.678,Finding,0,-1,20.588,665.816,20.503,256.139,0,0,0
24896.06,2.638,1.750,1.061,349.936,107.409,2.172,2.206,1.540,1.215,11.196,292.291,1.710,Finding,0,-1,20.589,666.159,20.503,256.139,0,0,0
24907.24,2.638,1.749,1.061,350.438,107.434,2.278,2.207,1.540,1.216,11.218,292.435,1.714,Finding,0,-1,20.589,666.662,20.504,256.281,0,0,0
24918.41,2.637,1.749,1.061,351.030,107.662,2.350,2.207,1.540,1.216,11.181,292.539,1.708,Finding,0,-1,20.590,667.295,20.505,256.389,0,0,0
24929.72,2.637,1.749,1.061,351.589,107.740,2.453,2.207,1.540,1.217,11.180,292.566,1.691,Finding,0,-1,20.590,667.859,20.506,256.389,0,0,0
24940.81,2.637,1.750,1.062,351.829,107.646,2.441,2.207,1.540,1.218,11.203,292.615,1.684,Finding,0,-1,20.591,668.115,20.507,256.389,0,0,0
24951.95,2.636,1.750,1.062,351.587,107.525,2.356,2.208,1.540,1.218,11.189,292.752,1.702,Finding,0,-1,20.592,668.384,20.507,256.525,0,0,0
24963.15,2.636,1.750,1.062,351.041,107.345,2.322,2.208,1.540,1.219,11.154,292.891,1.708,Finding,0,-1,20.592,668.958,20.508,256.665,0,0,0
24974.33,2.636,1.751,1.062,350.093,107.303,2.294,2.208,1.540,1.220,11.152,292.928,1.693,Finding,0,-1,20.592,669.906,20.509,256.665,0,0,0
24985.38,2.637,1.751,1.062,349.339,107.329,2.542,2.209,1.540,1.221,11.173,292.978,1.659,Finding,0,-1,20.592,670.661,20.510,256.665,0,0,0
24996.66,2.637,1.750,1.062,348.783,107.483,2.950,2.209,1.540,1.221,11.154,293.114,1.676,Finding,0,-1,20.593,671.237,20.510,256.797,0,0,0
25007.71,2.637,1.750,1.062,348.694,107.600,3.471,2.209,1.540,1.222,11.126,293.229,1.671,Finding,0,-1,20.594,671.383,20.511,256.914,0,0,0
25019.01,2.637,1.749,1.061,348.720,107.653,3.943,2.210,1.540,1.223,11.159,293.327,1.682,Finding,0,-1,20.594,671.383,20.512,257.015,0,0,0
25030.21,2.637,1.748,1.061,348.699,107.545,4.470,2.210,1.540,1.224,11.183,293.409,1.692,Finding,0,-1,20.595,671.491,20.513,257.015,0,0,0
25041.29,2.637,1.748,1.061,348.428,107.449,4.968,2.210,1.540,1.224,11.177,293.469,1.682,Finding,0,-1,20.596,671.778,20.514,257.015,0,0,0
25052.52,2.638,1.747,1.061,348.041,107.174,5.588,2.210,1.540,1.225,11.151,293.580,1.694,Finding,0,-1,20.597,672.248,20.514,257.127,0,0,0
25063.61,2.638,1.745,1.060,347.652,106.846,6.162,2.210,1.540,1.226,11.186,293.699,1.689,Finding,0,-1,20.598,672.752,20.515,257.247,0,0,0
25074.75,2.638,1.744,1.060,347.377,106.454,6.713,2.210,1.540,1.226,11.231,293.762,1.675,Finding,0,-1,20.599,673.224,20.516,257.247,0,0,0
25086.11,2.639,1.743,1.060,347.026,105.930,7.289,2.211,1.540,1.227,11.214,293.824,1.678,Finding,0,-1,20.601,673.843,20.516,257.247,0,0,0
25097.17,2.639,1.742,1.060,346.634,105.346,7.759,2.211,1.540,1.228,11.190,293.898,1.693,Finding,0,-1,20.602,674.533,20.517,257.247,0,0,0
25108.29,2.638,1.740,1.060,346.194,104.583,7.946,2.211,1.539,1.228,11.233,293.949,1.682,Finding,0,-1,20.604,675.395,20.518,257.247,0,0,0
25119.46,2.639,1.737,1.060,346.049,103.933,8.007,2.211,1.539,1.229,11.253,294.010,1.681,Finding,0,-1,20.606,676.042,20.518,257.247,0,0,0
25130.68,2.639,1.735,1.060,346.491,103.575,8.023,2.211,1.539,1.229,11.215,294.081,1.685,Finding,0,-1,20.608,676.605,20.519,257.247,0,0,0
25141.80,2.639,1.733,1.060,347.090,103.405,8.037,2.211,1.539,1.230,11.236,294.094,1.672,Finding,0,-1,20.610,677.226,20.519,257.247,0,0,0
25152.97,2.638,1.731,1.060,347.392,103.314,7.978,2.211,1.539,1.230,11.280,294.132,1.673,Finding,0,-1,20.613,677.540,20.519,257.247,0,0,0
25164.21,2.638,1.729,1.061,347.585,103.467,7.738,2.211,1.539,1.230,11.235,294.231,1.682,Finding,0,-1,20.615,677.784,20.520,257.354,0,0,0
25175.38,2.637,1.726,1.061,347.603,103.604,7.470,2.212,1.539,1.231,11.212,294.294,1.690,Finding,0,-1,20.618,677.918,20.520,257.354,0,0,0
25186.46,2.637,1.723,1.062,347.525,103.839,7.100,2.212,1.539,1.231,11.257,294.296,1.681,Finding,0,-1,20.621,678.162,20.521,257.354,0,0,0
25197.74,2.637,1.721,1.062,347.753,104.034,6.702,2.212,1.539,1.232,11.274,294.336,1.676,Finding,0,-1,20.623,678.459,20.521,257.354,0,0,0
25208.91,2.636,1.719,1.062,348.282,104.210,6.248,2.212,1.539,1.232,11.234,294.437,1.681,Finding,0,-1,20.625,679.015,20.522,257.460,0,0,0
25220.02,2.636,1.718,1.062,348.707,104.339,5.679,2.212,1.539,1.232,11.227,294.506,1.684,Finding,0,-1,20.627,679.459,20.522,257.460,0,0,0
25230.85,2.636,1.716,1.062,348.989,104.537,5.116,2.213,1.539,1.233,11.245,294.535,1.696,Finding,0,-1,20.628,679.801,20.523,257.460,0,0,0
25242.10,2.637,1.714,1.062,349.140,104.805,4.453,2.213,1.539,1.233,11.235,294.535,1.691,Finding,0,-1,20.630,680.104,20.523,257.460,0,0,0
25253.27,2.637,1.713,1.062,349.185,105.091,3.797,2.213,1.539,1.233,11.198,294.571,1.699,Finding,0,-1,20.631,680.388,20.523,257.460,0,0,0
25264.51,2.637,1.712,1.062,349.424,105.304,3.099,2.213,1.539,1.233,11.207,294.616,1.695,Finding,0,-1,20.632,680.706,20.523,257.460,0,0,0
25275.56,2.636,1.711,1.062,349.786,105.542,2.427,2.213,1.539,1.233,11.254,294.624,1.694,Finding,0,-1,20.633,681.137,20.523,257.460,0,0,0
25286.77,2.636,1.710,1.062,350.004,105.709,1.841,2.213,1.539,1.233,11.233,294.643,1.701,Finding,0,-1,20.634,681.410,20.524,257.460,0,0,0
25297.91,2.636,1.709,1.062,350.238,105.817,1.235,2.213,1.539,1.234,11.220,294.679,1.707,Finding,0,-1,20.635,681.667,20.524,257.460,0,0,0
25309.31,2.636,1.708,1.063,350.420,105.787,0.759,2.213,1.539,1.234,11.246,294.705,1.713,Finding,0,-1,20.636,681.850,20.524,257.460,0,0,0
25320.30,2.636,1.708,1.063,350.488,105.709,0.542,2.213,1.539,1.234,11.252,294.677,1.702,Finding,0,-1,20.637,681.951,20.524,257.460,0,0,0
25331.01,2.636,1.707,1.063,350.543,105.559,0.439,2.213,1.539,1.234,11.233,294.705,1.702,Finding,0,-1,20.637,682.108,20.524,257.460,0,0,0
25341.87,2.637,1.707,1.062,350.698,105.254,0.470,2.213,1.539,1.234,11.242,294.701,1.696,Finding,0,-1,20.638,682.446,20.524,257.460,0,0,0
25353.26,2.637,1.706,1.062,350.690,104.901,0.524,2.213,1.539,1.234,11.294,294.700,1.694,Finding,0,-1,20.638,682.794,20.525,257.460,0,0,0
25364.38,2.637,1.706,1.063,350.694,104.552,0.516,2.213,1.539,1.234,11.277,294.720,1.692,Finding,0,-1,20.638,683.139,20.525,257.460,0,0,0
25375.56,2.637,1.706,1.063,350.735,104.321,0.576,2.213,1.539,1.235,11.267,294.723,1.688,Finding,0,-1,20.639,683.370,20.525,257.460,0,0,0
25386.72,2.637,1.706,1.063,350.793,104.055,0.426,2.212,1.539,1.235,11.290,294.731,1.681,Finding,0,-1,20.639,683.638,20.525,257.460,0,0,0
25397.69,2.638,1.706,1.063,350.865,103.892,0.293,2.213,1.539,1.235,11.335,294.739,1.671,Finding,0,-1,20.639,683.815,20.525,257.460,0,0,0
25408.84,2.638,1.707,1.063,350.963,103.747,0.161,2.213,1.539,1.235,11.308,294.787,1.665,Finding,0,-1,20.640,683.989,20.526,257.460,0,0,0
25420.13,2.639,1.707,1.063,351.174,103.646,359.978,2.213,1.539,1.236,11.281,294.828,1.665,Finding,0,-1,20.640,684.222,20.526,257.460,0,0,0
25431.24,2.639,1.708,1.063,351.267,103.569,359.691,2.213,1.539,1.236,11.302,294.836,1.665,Finding,0,-1,20.641,684.342,20.526,257.460,0,0,0
25442.61,2.640,1.708,1.063,351.453,103.610,359.491,2.213,1.539,1.236,11.343,294.826,1.655,Finding,0,-1,20.642,684.533,20.526,257.460,0,0,0
25453.54,2.641,1.709,1.063,351.597,103.773,359.275,2.213,1.539,1.236,11.289,294.869,1.656,Finding,0,-1,20.643,684.748,20.527,257.460,0,0,0
25464.84,2.641,1.710,1.063,351.779,103.978,358.933,2.213,1.539,1.236,11.268,294.908,1.651,Finding,0,-1,20.644,685.020,20.527,257.460,0,0,0
25476.00,2.642,1.711,1.063,352.033,104.188,358.635,2.213,1.539,1.236,11.345,294.884,1.648,Finding,0,-1,20.645,685.349,20.527,257.460,0,0,0
25487.14,2.642,1.712,1.063,352.284,104.331,358.341,2.213,1.539,1.237,11.364,294.888,1.643,Finding,0,-1,20.647,685.637,20.527,257.460,0,0,0
25498.29,2.642,1.713,1.063,352.592,104.393,358.166,2.213,1.539,1.237,11.338,294.920,1.657,Finding,0,-1,20.648,685.950,20.527,257.460,0,0,0
25509.38,2.642,1.714,1.063,352.871,104.426,358.152,2.212,1.539,1.237,11.357,294.924,1.660,Finding,0,-1,20.649,686.231,20.528,257.460,0,0,0
25520.66,2.642,1.715,1.063,353.039,104.451,358.204,2.212,1.539,1.237,11.433,294.874,1.658,Finding,0,-1,20.649,686.400,20.528,257.460,0,0,0
25531.92,2.642,1.716,1.063,353.078,104.468,358.425,2.212,1.539,1.237,11.409,294.884,1.656,Finding,0,-1,20.650,686.400,20.528,257.460,0,0,0
25542.97,2.643,1.716,1.063,353.169,104.451,358.618,2.212,1.539,1.236,11.370,294.896,1.663,Finding,0,-1,20.650,686.400,20.528,257.460,0,0,0
25554.29,2.643,1.716,1.064,353.353,104.343,358.707,2.212,1.539,1.236,11.369,294.878,1.664,Finding,0,-1,20.651,686.612,20.528,257.460,0,0,0
25565.26,2.643,1.716,1.064,353.554,104.318,358.664,2.213,1.539,1.236,11.359,294.866,1.660,Finding,0,-1,20.651,686.814,20.528,257.460,0,0,0
25576.48,2.644,1.716,1.064,353.567,104.224,358.968,2.213,1.539,1.236,11.317,294.861,1.657,Finding,0,-1,20.652,686.814,20.529,257.460,0,0,0
25587.75,2.645,1.716,1.064,353.660,103.963,359.341,2.213,1.539,1.236,11.305,294.859,1.654,Finding,0,-1,20.653,687.089,20.529,257.460,0,0,0
25598.80,2.646,1.715,1.064,354.023,103.790,359.477,2.213,1.539,1.236,11.300,294.864,1.654,Finding,0,-1,20.654,687.491,20.529,257.460,0,0,0
25609.96,2.647,1.715,1.064,354.349,103.529,359.438,2.214,1.539,1.236,11.290,294.852,1.646,Finding,0,-1,20.655,687.908,20.530,257.460,0,0,0
25621.11,2.649,1.714,1.064,354.829,103.232,359.157,2.214,1.539,1.236,11.232,294.847,1.645,Finding,0,-1,20.657,688.471,20.530,257.460,0,0,0
25632.29,2.650,1.713,1.064,355.188,102.973,358.952,2.214,1.539,1.236,11.211,294.853,1.647,Finding,0,-1,20.659,688.913,20.530,257.460,0,0,0
25643.48,2.652,1.712,1.064,355.598,102.589,358.877,2.214,1.539,1.236,11.235,294.837,1.640,Finding,0,-1,20.661,689.475,20.530,257.460,0,0,0
25654.72,2.654,1.711,1.064,356.168,102.196,358.842,2.214,1.540,1.236,11.213,294.847,1.643,Finding,0,-1,20.663,690.166,20.530,257.460,0,0,0
25666.14,2.656,1.710,1.064,356.809,101.815,358.776,2.214,1.540,1.236,11.181,294.852,1.644,Finding,0,-1,20.666,690.911,20.530,257.460,0,0,0
25676.89,2.658,1.709,1.063,357.557,101.418,358.715,2.214,1.540,1.236,11.218,294.818,1.636,Finding,0,-1,20.669,691.758,20.530,257.460,0,0,0
25688.11,2.661,1.707,1.063,358.377,100.995,358.596,2.214,1.540,1.236,11.221,294.816,1.641,Finding,0,-1,20.671,692.680,20.531,257.460,0,0,0
25699.55,2.663,1.705,1.063,359.326,100.555,358.450,2.214,1.540,1.236,11.211,294.836,1.641,Finding,0,-1,20.674,693.726,20.531,257.460,0,0,0
25710.71,2.666,1.703,1.063,0.360,100.086,358.286,2.214,1.540,1.236,11.222,294.826,1.639,Finding,0,-1,20.678,694.862,20.531,257.460,0,0,0
25721.92,2.668,1.701,1.063,1.429,99.611,358.135,2.214,1.539,1.236,11.237,294.820,1.639,Finding,0,-1,20.681,696.031,20.531,257.460,0,0,0
25733.38,2.671,1.698,1.062,2.626,99.105,357.933,2.214,1.539,1.236,11.235,294.836,1.641,Finding,0,-1,20.684,697.331,20.531,257.460,0,0,0
25744.67,2.673,1.696,1.062,3.881,98.574,357.677,2.213,1.539,1.236,11.254,294.843,1.644,Finding,0,-1,20.688,698.693,20.531,257.460,0,0,0
25756.10,2.676,1.693,1.062,5.141,98.026,357.410,2.213,1.539,1.236,11.268,294.835,1.646,Finding,0,-1,20.692,700.066,20.531,257.460,0,0,0
25767.23,2.678,1.690,1.062,6.438,97.446,357.127,2.213,1.539,1.236,11.263,294.830,1.649,Finding,0,-1,20.695,701.485,20.532,257.460,0,0,0
25778.29,2.680,1.687,1.063,7.746,96.827,356.853,2.213,1.539,1.236,11.270,294.825,1.651,Finding,0,-1,20.699,702.930,20.532,257.460,0,0,0
25789.47,2.683,1.684,1.063,8.986,96.222,356.618,2.213,1.539,1.236,11.271,294.825,1.651,Finding,0,-1,20.703,704.307,20.532,257.460,0,0,0
25800.61,2.685,1.682,1.063,10.222,95.572,356.381,2.213,1.539,1.236,11.279,294.839,1.658,Finding,0,-1,20.707,705.699,20.532,257.460,0,0,0
25811.84,2.687,1.679,1.063,11.454,94.892,356.162,2.213,1.539,1.236,11.292,294.842,1.658,Finding,0,-1,20.710,707.101,20.532,257.460,0,0,0
25823.00,2.689,1.676,1.064,12.647,94.230,355.949,2.213,1.539,1.236,11.295,294.836,1.661,Finding,0,-1,20.714,708.458,20.532,257.460,0,0,0
25834.21,2.691,1.673,1.064,13.852,93.607,355.739,2.213,1.539,1.236,11.292,294.840,1.664,Finding,0,-1,20.717,709.807,20.532,257.460,0,0,0
25845.47,2.692,1.670,1.064,15.027,92.978,355.553,2.213,1.539,1.236,11.314,294.842,1.661,Finding,0,-1,20.720,711.130,20.533,257.460,0,0,0
25856.60,2.694,1.667,1.065,16.216,92.407,355.296,2.213,1.539,1.236,11.319,294.849,1.664,Finding,0,-1,20.724,712.440,20.533,257.460,0,0,0
25867.71,2.696,1.665,1.065,17.311,91.857,355.120,2.213,1.539,1.236,11.310,294.870,1.675,Finding,0,-1,20.727,713.655,20.533,257.460,0,0,0
25878.92,2.697,1.662,1.066,18.317,91.367,354.973,2.213,1.539,1.236,11.304,294.859,1.672,Finding,0,-1,20.729,714.763,20.533,257.460,0,0,0
25890.20,2.698,1.660,1.066,19.226,90.906,354.844,2.213,1.539,1.236,11.307,294.859,1.676,Finding,0,-1,20.732,715.772,20.533,257.460,0,0,0
25901.15,2.699,1.658,1.066,20.104,90.450,354.650,2.213,1.539,1.236,11.293,294.861,1.684,Finding,0,-1,20.734,716.750,20.533,257.460,0,0,0
25912.35,2.700,1.656,1.067,21.014,90.025,354.430,2.213,1.539,1.236,11.308,294.849,1.680,Finding,0,-1,20.737,717.742,20.533,257.460,0,0,0
25923.55,2.701,1.654,1.067,21.930,89.510,354.156,2.213,1.539,1.236,11.313,294.844,1.681,Finding,0,-1,20.739,718.776,20.533,257.460,0,0,0
25934.88,2.702,1.652,1.067,22.772,89.070,353.901,2.213,1.539,1.236,11.307,294.855,1.685,Finding,0,-1,20.741,719.712,20.533,257.460,0,0,0
25945.79,2.703,1.651,1.068,23.467,88.780,353.737,2.213,1.539,1.236,11.311,294.856,1.688,Finding,0,-1,20.743,720.456,20.533,257.460,0,0,0
25957.00,2.704,1.649,1.068,24.039,88.239,353.575,2.213,1.539,1.236,11.299,294.857,1.682,Finding,0,-1,20.744,721.212,20.533,257.460,0,0,0
